original_path,new_path,filename,method,size_mb
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_qthelp-2.0.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/idna-3.11.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_serializinghtml-2.0.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/certifi-2025.11.12.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/charset_normalizer-3.4.4.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_jsmath-1.0.1.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_rtd_theme-3.0.2.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/roman_numerals_py-3.1.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx-8.2.3.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/snowballstemmer-3.0.1.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_devhelp-2.0.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/imagesize-1.4.1.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/jinja2-3.1.6.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/markupsafe-3.0.3.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pygments-2.19.2.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_applehelp-2.0.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/docutils-0.21.2.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/alabaster-1.0.0.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_jquery-4.1.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_autodoc_typehints-3.5.2.dist-info/INSTALLER,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/INSTALLER,installer,name_size,3.814697265625e-06
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pygments-2.19.2.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/urllib3-2.5.0.dist-info/WHEEL,wheel,name_size,8.296966552734375e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_autodoc_typehints-3.5.2.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/urllib3-2.5.0.dist-info/WHEEL,wheel,name_size,8.296966552734375e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_qthelp-2.0.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_serializinghtml-2.0.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_devhelp-2.0.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_applehelp-2.0.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/docutils-0.21.2.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/alabaster-1.0.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_htmlhelp-2.1.0.dist-info/WHEEL,wheel,name_size,7.724761962890625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/idna-3.11.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/WHEEL,wheel,name_size,7.82012939453125e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/roman_numerals_py-3.1.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/WHEEL,wheel,name_size,7.82012939453125e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx-8.2.3.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/WHEEL,wheel,name_size,7.82012939453125e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/WHEEL,wheel,name_size,7.82012939453125e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/jinja2-3.1.6.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/WHEEL,wheel,name_size,7.82012939453125e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_rtd_theme-3.0.2.dist-info/REQUESTED,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/REQUESTED,requested,name_size,0.0
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx-8.2.3.dist-info/REQUESTED,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/REQUESTED,requested,name_size,0.0
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_autodoc_typehints-3.5.2.dist-info/REQUESTED,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/REQUESTED,requested,name_size,0.0
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx_rtd_theme-3.0.2.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_jsmath-1.0.1.dist-info/WHEEL,wheel,name_size,0.0001049041748046875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/imagesize-1.4.1.dist-info/WHEEL,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib_jsmath-1.0.1.dist-info/WHEEL,wheel,name_size,0.0001049041748046875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/requests/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/licenses/LICENSE,license,name_size,0.009672164916992188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/requests/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/requests-2.32.5.dist-info/licenses/LICENSE,license,name_size,0.009672164916992188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/urllib3-2.5.0.dist-info/licenses/LICENSE.txt,license.txt,name_size,0.0010423660278320312
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/docutils/writers/html4css1/template.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/docutils/writers/html5_polyglot/template.txt,template.txt,name_size,0.0001087188720703125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/packaging/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE,license,name_size,0.00018787384033203125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/packaging/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE,license,name_size,0.00018787384033203125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/packaging/LICENSE.APACHE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE.APACHE,license.apache,name_size,0.009702682495117188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/packaging/LICENSE.APACHE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE.APACHE,license.apache,name_size,0.009702682495117188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/packaging/LICENSE.BSD,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE.BSD,license.bsd,name_size,0.00128173828125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/packaging/LICENSE.BSD,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/packaging-25.0.dist-info/licenses/LICENSE.BSD,license.bsd,name_size,0.00128173828125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/truststore/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/truststore/LICENSE,license,name_size,0.0010356903076171875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/msgpack/COPYING,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/msgpack/COPYING,copying,name_size,0.0005855560302734375
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/dependency_groups/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/dependency_groups/LICENSE.txt,license.txt,name_size,0.0010480880737304688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/pygments/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pygments-2.19.2.dist-info/licenses/LICENSE,license,name_size,0.0012693405151367188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/pygments/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pygments-2.19.2.dist-info/licenses/LICENSE,license,name_size,0.0012693405151367188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/distlib/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/distlib/LICENSE.txt,license.txt,name_size,0.013857841491699219
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/distro/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/distro/LICENSE,license,name_size,0.010800361633300781
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/cachecontrol/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/cachecontrol/LICENSE.txt,license.txt,name_size,0.0005321502685546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/idna/LICENSE.md,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/idna-3.11.dist-info/licenses/LICENSE.md,license.md,name_size,0.0014696121215820312
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/idna/LICENSE.md,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/idna-3.11.dist-info/licenses/LICENSE.md,license.md,name_size,0.0014696121215820312
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli_w/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli/LICENSE,license,name_size,0.0010223388671875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/tomli/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli/LICENSE,license,name_size,0.0010223388671875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/tomli_w/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli/LICENSE,license,name_size,0.0010223388671875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/certifi/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/certifi-2025.11.12.dist-info/licenses/LICENSE,license,name_size,0.0009431838989257812
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/certifi/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/certifi-2025.11.12.dist-info/licenses/LICENSE,license,name_size,0.0009431838989257812
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/pyproject_hooks/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/pyproject_hooks/LICENSE,license,name_size,0.0010309219360351562
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/rich/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/rich/LICENSE,license,name_size,0.001007080078125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/urllib3/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/urllib3/LICENSE.txt,license.txt,name_size,0.0010633468627929688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/pkg_resources/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/pkg_resources/LICENSE,license,name_size,0.0009756088256835938
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/resolvelib/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/resolvelib/LICENSE,license,name_size,0.0007162094116210938
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip-25.3.dist-info/licenses/src/pip/_vendor/platformdirs/LICENSE,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/platformdirs/LICENSE,license,name_size,0.0010385513305664062
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli_w/py.typed,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/pip/_vendor/tomli/py.typed,py.typed,name_size,2.47955322265625e-05
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/te/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/ur/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.0022192001342773438
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/bg/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/ur/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.0022192001342773438
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/hi_IN/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/en_HK/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.0022220611572265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/en_DE/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/en_HK/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.0022220611572265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/de_DE/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/en_HK/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.0022220611572265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/zh_TW.Big5/LC_MESSAGES/sphinx.js,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/zh_HK/LC_MESSAGES/sphinx.js,sphinx.js,name_size,0.00220489501953125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/en_FR/LC_MESSAGES/sphinx.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/locale/de_DE/LC_MESSAGES/sphinx.po,sphinx.po,name_size,0.0868082046508789
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/templates/project.stp,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinx/templates/htmlhelp/project.stp,project.stp,name_size,0.00015735626220703125
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/markupsafe-3.0.3.dist-info/licenses/LICENSE.txt,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/jinja2-3.1.6.dist-info/licenses/LICENSE.txt,license.txt,name_size,0.0014066696166992188
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/it/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00048065185546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ca/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00048065185546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/si/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00048065185546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/bn/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00048065185546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/fi/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00048065185546875
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/it/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011243820190429688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ca/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011243820190429688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/si/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011243820190429688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/bn/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011243820190429688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/fi/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/sv/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011243820190429688
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ne/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00047969818115234375
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/de/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00047969818115234375
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/eu/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.00047969818115234375
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ne/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011234283447265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/de/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011234283447265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/eu/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/te/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011234283447265625
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ta/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/nl/LC_MESSAGES/sphinxcontrib.htmlhelp.mo,sphinxcontrib.htmlhelp.mo,name_size,0.0004787445068359375
SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/ta/LC_MESSAGES/sphinxcontrib.htmlhelp.po,SEO Content Optimization Suite/.venv/lib/python3.12/site-packages/sphinxcontrib/htmlhelp/locales/nl/LC_MESSAGES/sphinxcontrib.htmlhelp.po,sphinxcontrib.htmlhelp.po,name_size,0.0011224746704101562
