File Path,Category,Priority,Confidence,Complexity,Maturity,Description,Destinations
/Users/steven/Music/analysis/Stacie321_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Stacie_the_Wind_Don_t_Ask_Why332_analysis_1.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Stacie_the_Wind_Don_t_Ask_Why332_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Stacies_Dust_and_Flame254_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Stacie_s_Dust_and_Flame254_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/moonly-alley--howling-banjo239_1_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTals_FaLL_Tribal_F_ute_430_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/rubbish_love_disarray_244_1_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Must_There_Be_War314-dramatic_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Moonly-Alley-BitterSweet_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/the-hourglass-shatters_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Midnight_Reckoning-317_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Letters_ill_Never_Send_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Winds_of_Warning_by_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Lament-for-the-loyal_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTal_s_deep-alterna_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/WillowWhispers-indie_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/No_One_s_Home_by_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Live_fast_Eat_Trash344_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/stormchild_guy314_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTals-pluck-banjo_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/stormchild_guy319_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/LetsLearnThisSong_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTals-soft-indie_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/psilocybin_vibes_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/TheWaysOForDeR_2_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Summer_Love320_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Summer_Love-315_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/itchy-isle-8min_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Summer_Love1215_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/rubbish0_4_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTal_s_3_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/PeTal_s_analysis.txt,Data Analysis,26.33,40.82%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/2025-hydra-kid.MP3,Documentation,26.25,40.25%,unknown,unknown,Medium file | Mp3 content | Documentation related | Part of 'Portfolio Projects' project,~/Documents/CsV/Documentation/Portfolio/Production | ~/Documents/CsV/Documentation/Portfolio/Experimental
/Users/steven/Music/analysis/The_Shocking_Blueprint_to_End_Democracy_2_analysis.txt,Media Content,26.11,40.26%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Call_for_More_analysis.txt,Media Content,26.04,40.07%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit308_analysis.txt,AI/ML,25.85,39.60%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)254 (1)_analysis.txt,AI/ML,25.78,39.44%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/mix_bookOmemory_Edit_HearTsFoRoGGetten_Remix351_analysis.txt,Media Content,25.72,39.29%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/acoustice-circles_analysis.txt,Data Analysis,25.49,38.72%,unknown,unknown,Medium file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Recycled_Symphony2_(Remastered)_analysis.txt,Media Content,25.49,38.71%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Recycled_Symphony302_Remastered302_analysis.txt,Media Content,25.49,38.71%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe-oG_Remix309_analysis.txt,AI/ML,25.47,38.67%,unknown,unknown,Medium file | Markdown content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Summer_LoveremixdMal_dup1_analysis.txt,Media Content,25.15,37.84%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)254 (2)_analysis.txt,Media Content,24.91,37.27%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Feather Fang - [Remix]_analysis.txt,Media Content,24.91,37.25%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/seo-workspace.txt,Portfolio Work,24.87,36.05%,unknown,unknown,Large file | Markdown content | Portfolio Work related | Part of 'As-a-Man-Thinketh' project,~/Documents/CsV/Portfolio/As-a-Man-Thinketh/Production | ~/Documents/CsV/Portfolio/As-a-Man-Thinketh/Experimental
/Users/steven/Music/analysis/in_this_alley_where_i_Hide_-_LIVE-stadium_2_analysis-1_2_1_1.txt,Portfolio Work,24.81,37.02%,unknown,unknown,Medium file | Markdown content | Portfolio Work related | Part of 'YouTube Content' project,~/Documents/CsV/Portfolio/YouTube-Content/Production | ~/Documents/CsV/Portfolio/YouTube-Content/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered214_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered_Remix143_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered159_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered_Remix227_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes Rise  - Villains Overthrow (Remastered) (Remix)237_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_Villains_Overthrow_Remastered_Remix304_analysis.txt,AI/ML,24.80,36.99%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesn_t_Speak349_(Remastered)_bundle.txt,Portfolio Work,24.63,36.27%,unknown,unknown,Medium file | Markdown content | Portfolio Work related | Part of 'YouTube Content' project,~/Documents/CsV/Portfolio/YouTube-Content/Production | ~/Documents/CsV/Portfolio/YouTube-Content/Experimental
/Users/steven/Music/analysis/Kings_and_Queens_of_Litter_(Remastered)1_bundle.txt,Automation Scripts,24.57,36.40%,unknown,unknown,Medium file | Markdown content | Automation Scripts related | Part of 'YouTube Content' project,~/Documents/CsV/Automation/YouTube-Content/Production | ~/Documents/CsV/Automation/YouTube-Content/Experimental
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)-grity251_analysis.txt,Media Content,24.55,36.36%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Heads - Billie_analysis.txt,Media Content,24.52,36.27%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Misc_Songs - _Remix_analysis.txt,Media Content,24.52,36.27%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_is_rubbish_Lets_Get_Trashy_BanjoBandit308_Remix_Edit_analysis.txt,Media Content,24.47,36.16%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/RocketMan_-432_Cover_-_Feeler_analysis.txt,Data Analysis,24.42,36.04%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/heart_cover_Edit_1_analysis.txt,Media Content,24.38,35.95%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/The_Heartland_Doesnt_Speak_Edit_analysis.txt,Media Content,24.38,35.95%,unknown,unknown,Small file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/Heroes_Rise_159.mp3159_v2_analysis.txt,Media Content,24.36,35.89%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/in This aLLey Where i HiDe-oG (Remix)-grity232_analysis.txt,AI/ML,24.33,35.81%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/Love_in_Imperfection_Remastered2340_analysis.txt,Media Content,24.29,35.71%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/imperfection313_analysis.txt,Media Content,24.29,35.71%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/imperfection323_analysis.txt,Media Content,24.29,35.71%,unknown,unknown,Medium file | Text content | Media Content related | Part of 'Portfolio Projects' project,~/Documents/CsV/Media/Portfolio/Production | ~/Documents/CsV/Media/Portfolio/Experimental
/Users/steven/Music/analysis/Book of Memory_1_analysis.txt,Data Analysis,24.09,35.22%,unknown,unknown,Medium file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/Heroes_Rise_analysis.txt,AI/ML,24.07,35.15%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Heroes_Rise_159_analysis.txt,AI/ML,24.07,35.15%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'Portfolio Projects' project,~/Documents/CsV/AI-ML/Portfolio/Production | ~/Documents/CsV/AI-ML/Portfolio/Experimental
/Users/steven/Music/analysis/Music2video - Imagenet Song_analysis.txt,Media Content,23.91,34.75%,unknown,unknown,Medium file | Markdown content | Media Content related | Part of 'YouTube Content' project,~/Documents/CsV/Media/YouTube-Content/Production | ~/Documents/CsV/Media/YouTube-Content/Experimental
/Users/steven/Music/analysis/WorkShop_Worries_duo410_analysis.txt,Data Analysis,23.79,34.48%,unknown,unknown,Small file | Markdown content | Data Analysis related | Part of 'YouTube Content' project,~/Documents/CsV/Data-Analysis/YouTube-Content/Production | ~/Documents/CsV/Data-Analysis/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix305.mp3305_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3254_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity259.mp3259_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix303.mp3303_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix309.mp3309_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix304.mp3304_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity343.mp3343_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity232.mp3232_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix258.mp3258_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix239.mp3239_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix322.mp3322_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3309_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix324.mp3324_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3530_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix259.mp3259_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix235.mp3235_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix254.mp3254_analysis.txt,AI/ML,23.76,34.38%,unknown,unknown,Medium file | Text content | AI/ML related | Part of 'YouTube Content' project,~/Documents/CsV/AI-ML/YouTube-Content/Production | ~/Documents/CsV/AI-ML/YouTube-Content/Experimental
