Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action
241,in_This_aLLey_Where_i_HiDe_oG_Remix235.mp3235_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix235.mp3235_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix239.mp3239_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix239.mp3239_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix242.mp3242_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix242.mp3242_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix244.mp3244_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix244.mp3244_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix249.mp3249_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix249.mp3249_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix252.mp3252_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix252.mp3252_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix254.mp3254_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix254.mp3254_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix258.mp3258_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix258.mp3258_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix259.mp3259_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix259.mp3259_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix301.mp3301_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix301.mp3301_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix303.mp3303_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix303.mp3303_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix304.mp3304_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix304.mp3304_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix305.mp3305_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix305.mp3305_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix309.mp3309_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix309.mp3309_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix314.mp3314_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix314.mp3314_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix319.mp3319_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix319.mp3319_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix322.mp3322_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix322.mp3322_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix324.mp3324_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix324.mp3324_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix425.mp3425_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix425.mp3425_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3530_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix530.mp3530_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity232.mp3232_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity232.mp3232_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity249.mp3249_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity249.mp3249_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity251.mp3251_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity251.mp3251_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3254_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity254.mp3254_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity256.mp3256_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity256.mp3256_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity259.mp3259_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity259.mp3259_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity300.mp3300_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity300.mp3300_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3308_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity308.mp3308_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3309_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity309.mp3309_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in_This_aLLey_Where_i_HiDe_oG_Remix_grity343.mp3343_analysis.txt,/Users/steven/Music/analysis/in_This_aLLey_Where_i_HiDe_oG_Remix_grity343.mp3343_analysis.txt,/Users/steven/Music/analysis,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
241,in This aLLey Where i HiDe-oG (Remix)-grity232_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER/in This aLLey Where i HiDe-oG (Remix)-grity232_analysis.txt,/Users/steven/Music/nocTurneMeLoDieS/Discorgraphy_archive/OTHER,3617,3.53KB,32,115744,113.03KB,112127,109.50KB,NO,DELETE (if identical)
242,sora1_20250505123444.html,/Users/steven/Pictures/sora/.history/sora1_20250505123444.html,/Users/steven/Pictures/sora/.history,57669,56.32KB,2,115338,112.63KB,0,0B,YES,KEEP
242,sora1.html,/Users/steven/Pictures/sora/sora1.html,/Users/steven/Pictures/sora,57669,56.32KB,2,115338,112.63KB,57669,56.32KB,NO,DELETE (if identical)
243,All Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/All Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,56949,55.61KB,2,113898,111.23KB,0,0B,YES,KEEP
243,All Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/All Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,56949,55.61KB,2,113898,111.23KB,56949,55.61KB,NO,DELETE (if identical)
244,song_data.xlsx,/Users/steven/Documents/CsV/xlsx/song_data.xlsx,/Users/steven/Documents/CsV/xlsx,56746,55.42KB,2,113492,110.83KB,0,0B,YES,KEEP
244,song_data.xlsx,/Users/steven/Music/nocTurneMeLoDieS/mp3-analyze-transcribe/song_data.xlsx,/Users/steven/Music/nocTurneMeLoDieS/mp3-analyze-transcribe,56746,55.42KB,2,113492,110.83KB,56746,55.42KB,NO,DELETE (if identical)
245,seo_domination_engine.py,/Users/steven/AVATARARTS/seo-domination-engine/seo_domination_engine.py,/Users/steven/AVATARARTS/seo-domination-engine,55993,54.68KB,2,111986,109.36KB,0,0B,YES,KEEP
245,seo_domination_engine_v2.py,/Users/steven/pythons/utilities/complex_tools/seo_domination_engine_v2.py,/Users/steven/pythons/utilities/complex_tools,55993,54.68KB,2,111986,109.36KB,55993,54.68KB,NO,DELETE (if identical)
246,RaccoonAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/RaccoonAlley 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,54102,52.83KB,2,108204,105.67KB,0,0B,YES,KEEP
246,RaccoonAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/RaccoonAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,54102,52.83KB,2,108204,105.67KB,54102,52.83KB,NO,DELETE (if identical)
247,guide_fan.md,/Users/steven/AVATARARTS/ai-ml-notes/guide_fan.md,/Users/steven/AVATARARTS/ai-ml-notes,52710,51.47KB,2,105420,102.95KB,0,0B,YES,KEEP
247,guide-to-fan-control-rules-for-macbook-pro.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/guide-to-fan-control-rules-for-macbook-pro.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,52710,51.47KB,2,105420,102.95KB,52710,51.47KB,NO,DELETE (if identical)
248,2Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/2Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,52598,51.37KB,2,105196,102.73KB,0,0B,YES,KEEP
248,2Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/scripts-to-remove/2Universal AI Conversation & GPT Exporter.user.js,/Users/steven/Downloads/scripts-to-remove,52598,51.37KB,2,105196,102.73KB,52598,51.37KB,NO,DELETE (if identical)
249,conversation_miniconda.md,/Users/steven/AVATARARTS/ai-ml-notes/conversation_miniconda.md,/Users/steven/AVATARARTS/ai-ml-notes,52446,51.22KB,2,104892,102.43KB,0,0B,YES,KEEP
249,miniconda-environment-for-media-tools-scripts.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/miniconda-environment-for-media-tools-scripts.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,52446,51.22KB,2,104892,102.43KB,52446,51.22KB,NO,DELETE (if identical)
250,scarletiriscreation_product.md,/Users/steven/AVATARARTS/ai-ml-notes/scarletiriscreation_product.md,/Users/steven/AVATARARTS/ai-ml-notes,51821,50.61KB,2,103642,101.21KB,0,0B,YES,KEEP
250,scarletiriscreation-product-sales-analysis-report.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/scarletiriscreation-product-sales-analysis-report.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,51821,50.61KB,2,103642,101.21KB,51821,50.61KB,NO,DELETE (if identical)
251,seamless-1.0.3.zxp,/Users/steven/Downloads/PSD EXTENM/seamless-pattern-creation-kit-2023-11-27-05-06-19-utc/seamless-1.0.3.zxp,/Users/steven/Downloads/PSD EXTENM/seamless-pattern-creation-kit-2023-11-27-05-06-19-utc,51774,50.56KB,2,103548,101.12KB,0,0B,YES,KEEP
251,seamless-1.0.3.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/seamless-pattern-creation-kit-2023-11-27-05-06-19-utc/seamless-1.0.3.zxp,/Users/steven/Pictures/Adobe/Photoshop-Addon/seamless-pattern-creation-kit-2023-11-27-05-06-19-utc,51774,50.56KB,2,103548,101.12KB,51774,50.56KB,NO,DELETE (if identical)
252,Gemini Quantum Forge Labs (Markdown Export).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/Gemini Quantum Forge Labs (Markdown Export).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,50744,49.55KB,2,101488,99.11KB,0,0B,YES,KEEP
252,Gemini Quantum Forge Labs (Markdown Export).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/Gemini Quantum Forge Labs (Markdown Export).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,50744,49.55KB,2,101488,99.11KB,50744,49.55KB,NO,DELETE (if identical)
253,1-2-2045_20250104112332.html,/Users/steven/Pictures/ideoGram/ideogram/.history/1-2-2045_20250104112332.html,/Users/steven/Pictures/ideoGram/ideogram/.history,50385,49.20KB,2,100770,98.41KB,0,0B,YES,KEEP
253,ideo-private-all-1-2-2025_20250104112331.html,/Users/steven/Pictures/ideoGram/ideogram/.history/ideo-private-all-1-2-2025_20250104112331.html,/Users/steven/Pictures/ideoGram/ideogram/.history,50385,49.20KB,2,100770,98.41KB,50385,49.20KB,NO,DELETE (if identical)
254,Batch_Processing_Optimization.md,/Users/steven/AVATARARTS/ai-ml-notes/Batch_Processing_Optimization.md,/Users/steven/AVATARARTS/ai-ml-notes,50334,49.15KB,2,100668,98.31KB,0,0B,YES,KEEP
254,15-40-7-Batch_Processing_Optimization.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-7/15-40-7-Batch_Processing_Optimization.md,/Users/steven/Downloads/2025-09-04-conversations/2025-2-7,50334,49.15KB,2,100668,98.31KB,50334,49.15KB,NO,DELETE (if identical)
255,WILLOW_WHISPERS_EPIC_Claude.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files/WILLOW_WHISPERS_EPIC_Claude.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files,50050,48.88KB,2,100100,97.75KB,0,0B,YES,KEEP
255,WILLOW_WHISPERS_EPIC_Claude.html,/Users/steven/Music/nocTurneMeLoDieS/DOCS/song_development/WILLOW_WHISPERS_EPIC_Claude.html,/Users/steven/Music/nocTurneMeLoDieS/DOCS/song_development,50050,48.88KB,2,100100,97.75KB,50050,48.88KB,NO,DELETE (if identical)
256,Hookmark Research_20251226021618.md,/Users/steven/Documents/Hookmark/.history/Hookmark Research_20251226021618.md,/Users/steven/Documents/Hookmark/.history,24850,24.27KB,4,99400,97.07KB,0,0B,YES,KEEP
256,Hookmark Research_20251226021634.md,/Users/steven/Documents/Hookmark/.history/Hookmark Research_20251226021634.md,/Users/steven/Documents/Hookmark/.history,24850,24.27KB,4,99400,97.07KB,74550,72.80KB,NO,DELETE (if identical)
256,Hookmark Research_20251226021719.md,/Users/steven/Documents/Hookmark/.history/Hookmark Research_20251226021719.md,/Users/steven/Documents/Hookmark/.history,24850,24.27KB,4,99400,97.07KB,74550,72.80KB,NO,DELETE (if identical)
256,Hookmark Research.md,/Users/steven/Documents/Hookmark/Hookmark Research.md,/Users/steven/Documents/Hookmark,24850,24.27KB,4,99400,97.07KB,74550,72.80KB,NO,DELETE (if identical)
257,leaked_epstein.md,/Users/steven/AVATARARTS/ai-ml-notes/leaked_epstein.md,/Users/steven/AVATARARTS/ai-ml-notes,49341,48.18KB,2,98682,96.37KB,0,0B,YES,KEEP
257,leaked-epstein-emails-reveal-deep-connections.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/leaked-epstein-emails-reveal-deep-connections.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,49341,48.18KB,2,98682,96.37KB,49341,48.18KB,NO,DELETE (if identical)
258,feather_fang.md,/Users/steven/AVATARARTS/ai-ml-notes/feather_fang.md,/Users/steven/AVATARARTS/ai-ml-notes,49063,47.91KB,2,98126,95.83KB,0,0B,YES,KEEP
258,feather-fang-song-analysis-assistance.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/feather-fang-song-analysis-assistance.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,49063,47.91KB,2,98126,95.83KB,49063,47.91KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/AVATARARTS/ai-sites/disco/css/default-skin.css,/Users/steven/AVATARARTS/ai-sites/disco/css,12049,11.77KB,8,96392,94.13KB,0,0B,YES,KEEP
259,default-skin.css,/Users/steven/Music/nocTurneMeLoDieS/Trashy/css/default-skin.css,/Users/steven/Music/nocTurneMeLoDieS/Trashy/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/9-16/public/css/default-skin.css,/Users/steven/Pictures/9-16/public/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/DaLLe/css/default-skin.css,/Users/steven/Pictures/DaLLe/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/MyCollection/public/css/default-skin.css,/Users/steven/Pictures/MyCollection/public/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/comic/public/css/default-skin.css,/Users/steven/Pictures/comic/public/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/images/public/css/default-skin.css,/Users/steven/Pictures/images/public/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
259,default-skin.css,/Users/steven/Pictures/oct/public/css/default-skin.css,/Users/steven/Pictures/oct/public/css,12049,11.77KB,8,96392,94.13KB,84343,82.37KB,NO,DELETE (if identical)
260,AS_A_MAN_THINKETH.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/AS_A_MAN_THINKETH.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,31589,30.85KB,3,94767,92.55KB,0,0B,YES,KEEP
260,AS_A_MAN_THINKETH.txt,/Users/steven/Documents/AS_A_MAN_THINKETH.txt,/Users/steven/Documents,31589,30.85KB,3,94767,92.55KB,63178,61.70KB,NO,DELETE (if identical)
260,AS_A_MAN_THINKETH.txt,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/text/AS_A_MAN_THINKETH.txt,/Users/steven/Music/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/text,31589,30.85KB,3,94767,92.55KB,63178,61.70KB,NO,DELETE (if identical)
261,SEO-Multi-Platform Handles.txt,/Users/steven/AVATARARTS/SEO-Multi-Platform Handles.txt,/Users/steven/AVATARARTS,47371,46.26KB,2,94742,92.52KB,0,0B,YES,KEEP
261,Multi-Platform Handle & Persona Strategy (2025 SEO:Trend Peak).txt,/Users/steven/Documents/Multi-Platform Handle & Persona Strategy (2025 SEO:Trend Peak).txt,/Users/steven/Documents,47371,46.26KB,2,94742,92.52KB,47371,46.26KB,NO,DELETE (if identical)
262,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,23261,22.72KB,4,93044,90.86KB,0,0B,YES,KEEP
262,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,23261,22.72KB,4,93044,90.86KB,69783,68.15KB,NO,DELETE (if identical)
262,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version) (1).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,23261,22.72KB,4,93044,90.86KB,69783,68.15KB,NO,DELETE (if identical)
262,DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/DeepSeek Chat Exporter (Markdown & PDF & PNG - English improved version).user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,23261,22.72KB,4,93044,90.86KB,69783,68.15KB,NO,DELETE (if identical)
263,redbubble_keyword.md,/Users/steven/AVATARARTS/ai-ml-notes/redbubble_keyword.md,/Users/steven/AVATARARTS/ai-ml-notes,46327,45.24KB,2,92654,90.48KB,0,0B,YES,KEEP
263,redbubble-keyword-analysis-for-profitable-niches.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/redbubble-keyword-analysis-for-profitable-niches.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,46327,45.24KB,2,92654,90.48KB,46327,45.24KB,NO,DELETE (if identical)
264,Final_domain_strategy_2.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents/Final_domain_strategy_2.txt,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/documents,45799,44.73KB,2,91598,89.45KB,0,0B,YES,KEEP
264,Final_domain_strategy_2.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis/Final_domain_strategy_2.txt,/Users/steven/Music/nocTurneMeLoDieS/analysis,45799,44.73KB,2,91598,89.45KB,45799,44.73KB,NO,DELETE (if identical)
265,TrashCat_Origins_Typography_Covers.md,/Users/steven/AVATARARTS/ai-ml-notes/TrashCat_Origins_Typography_Covers.md,/Users/steven/AVATARARTS/ai-ml-notes,45520,44.45KB,2,91040,88.91KB,0,0B,YES,KEEP
265,7-21-13-TrashCat_Origins_Typography_Covers.md,/Users/steven/Downloads/2025-09-04-conversations/2024-7-21/7-21-13-TrashCat_Origins_Typography_Covers.md,/Users/steven/Downloads/2025-09-04-conversations/2024-7-21,45520,44.45KB,2,91040,88.91KB,45520,44.45KB,NO,DELETE (if identical)
266,Model_Selection_Criteria.md,/Users/steven/AVATARARTS/ai-ml-notes/Model_Selection_Criteria.md,/Users/steven/AVATARARTS/ai-ml-notes,45483,44.42KB,2,90966,88.83KB,0,0B,YES,KEEP
266,12-45-34-Model_Selection_Criteria.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5/12-45-34-Model_Selection_Criteria.md,/Users/steven/Downloads/2025-09-04-conversations/2025-3-5,45483,44.42KB,2,90966,88.83KB,45483,44.42KB,NO,DELETE (if identical)
267,1AWA Chat Exporter - Multi-Format.user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/1AWA Chat Exporter - Multi-Format.user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,30144,29.44KB,3,90432,88.31KB,0,0B,YES,KEEP
267,2AWA Chat Exporter - Multi-Format.user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/2AWA Chat Exporter - Multi-Format.user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,30144,29.44KB,3,90432,88.31KB,60288,58.88KB,NO,DELETE (if identical)
267,Lyra Exporter Fetch (One-Click AI Chat Backup).user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/Lyra Exporter Fetch (One-Click AI Chat Backup).user.js-7e354f13545504eae39dcbdcb8a450e6-index.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,30144,29.44KB,3,90432,88.31KB,60288,58.88KB,NO,DELETE (if identical)
268,myGrok Enhanced Export v3.0.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/myGrok Enhanced Export v3.0.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,29756,29.06KB,3,89268,87.18KB,0,0B,YES,KEEP
268,myGrok Enhanced Export v3.0.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/myGrok Enhanced Export v3.0.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,29756,29.06KB,3,89268,87.18KB,59512,58.12KB,NO,DELETE (if identical)
268,myGrok_Enhanced_Export_v3.0-3.0.0.user.js,/Users/steven/scripts/myGrok_Enhanced_Export_v3.0-3.0.0.user.js,/Users/steven/scripts,29756,29.06KB,3,89268,87.18KB,59512,58.12KB,NO,DELETE (if identical)
