Group_ID,File_Name,Full_Path,Parent_Directory,Size_Bytes,Size_Human,Content_Hash,File_Count_In_Group,Total_Group_Size_Bytes,Total_Group_Size_Human,Potential_Savings_Bytes,Potential_Savings_Human,Keep_File,Action,Note
150,stn-Ite1Cb4c5kdNKIGkbnchCgRjLLMFh8sjjCFEoDBh.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-Ite1Cb4c5kdNKIGkbnchCgRjLLMFh8sjjCFEoDBh.jpeg,/Users/steven/Pictures/zombot-avatararts,190710,186.24KB,f9be85f27d290b80d293f58f928327e3,2,381420,372.48KB,190710,186.24KB,NO,DELETE (if identical),Content-identical
151,stn-5iHXkYW3aDiJqsB9pjSzvZqbmsgNMNOJk8ZBrmVt.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-5iHXkYW3aDiJqsB9pjSzvZqbmsgNMNOJk8ZBrmVt.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,190625,186.16KB,d26e93b6eceadf43231839df9c053006,2,381250,372.31KB,0,0B,YES,KEEP,Content-identical
151,stn-5iHXkYW3aDiJqsB9pjSzvZqbmsgNMNOJk8ZBrmVt.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-5iHXkYW3aDiJqsB9pjSzvZqbmsgNMNOJk8ZBrmVt.jpeg,/Users/steven/Pictures/zombot-avatararts,190625,186.16KB,d26e93b6eceadf43231839df9c053006,2,381250,372.31KB,190625,186.16KB,NO,DELETE (if identical),Content-identical
152,stn-lF3q44GNrSHzCjMG3K46SRWLehWO2BulCFid21cf.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-lF3q44GNrSHzCjMG3K46SRWLehWO2BulCFid21cf.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,188999,184.57KB,9e5c3e61dac2a9a78125f88e87c7ec68,2,377998,369.14KB,0,0B,YES,KEEP,Content-identical
152,stn-lF3q44GNrSHzCjMG3K46SRWLehWO2BulCFid21cf.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-lF3q44GNrSHzCjMG3K46SRWLehWO2BulCFid21cf.jpeg,/Users/steven/Pictures/zombot-avatararts,188999,184.57KB,9e5c3e61dac2a9a78125f88e87c7ec68,2,377998,369.14KB,188999,184.57KB,NO,DELETE (if identical),Content-identical
153,stn-L2kTDY7pHFt2wAbDpXyD1ICGblnTTJB6CsLg3ojW.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-L2kTDY7pHFt2wAbDpXyD1ICGblnTTJB6CsLg3ojW.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,184286,179.97KB,2330c86da9abf7d69606cc6aa93bc0e6,2,368572,359.93KB,0,0B,YES,KEEP,Content-identical
153,stn-L2kTDY7pHFt2wAbDpXyD1ICGblnTTJB6CsLg3ojW.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-L2kTDY7pHFt2wAbDpXyD1ICGblnTTJB6CsLg3ojW.jpeg,/Users/steven/Pictures/zombot-avatararts,184286,179.97KB,2330c86da9abf7d69606cc6aa93bc0e6,2,368572,359.93KB,184286,179.97KB,NO,DELETE (if identical),Content-identical
154,stn-GOXA6xUh64a2uJ1ZzDKUvkwT90oq6PSnVtevKZSU.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-GOXA6xUh64a2uJ1ZzDKUvkwT90oq6PSnVtevKZSU.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,184209,179.89KB,71ca3777409d5582ca7c7a531476e704,2,368418,359.78KB,0,0B,YES,KEEP,Content-identical
154,stn-GOXA6xUh64a2uJ1ZzDKUvkwT90oq6PSnVtevKZSU.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-GOXA6xUh64a2uJ1ZzDKUvkwT90oq6PSnVtevKZSU.jpeg,/Users/steven/Pictures/zombot-avatararts,184209,179.89KB,71ca3777409d5582ca7c7a531476e704,2,368418,359.78KB,184209,179.89KB,NO,DELETE (if identical),Content-identical
155,chatGPT tools Plus（修改版）.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z/chatGPT tools Plus（修改版）.user.js,/Users/steven/Downloads/backup-chrome-2025-10-27T10-32-31-839Z,184118,179.80KB,56f22cba0363774a8f61fcc74e9d1b42,2,368236,359.61KB,0,0B,YES,KEEP,Content-identical
155,chatGPT tools Plus（修改版）.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z/chatGPT tools Plus（修改版）.user.js,/Users/steven/Downloads/backup-chrome-2025-12-28T22-15-17-030Z,184118,179.80KB,56f22cba0363774a8f61fcc74e9d1b42,2,368236,359.61KB,184118,179.80KB,NO,DELETE (if identical),Content-identical
156,stn-pT3YLZYIjyYyKiwwgqLYnXwYEWCKpE7UlCLZzm3v.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-pT3YLZYIjyYyKiwwgqLYnXwYEWCKpE7UlCLZzm3v.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,183023,178.73KB,4008cafc01ef5b30e1419177c0304313,2,366046,357.47KB,0,0B,YES,KEEP,Content-identical
156,stn-pT3YLZYIjyYyKiwwgqLYnXwYEWCKpE7UlCLZzm3v.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-pT3YLZYIjyYyKiwwgqLYnXwYEWCKpE7UlCLZzm3v.jpeg,/Users/steven/Pictures/zombot-avatararts,183023,178.73KB,4008cafc01ef5b30e1419177c0304313,2,366046,357.47KB,183023,178.73KB,NO,DELETE (if identical),Content-identical
157,stn-8HXGLtTMGXREdipYzn7sPHQTDqSDgTmqatAks7P4.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-8HXGLtTMGXREdipYzn7sPHQTDqSDgTmqatAks7P4.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,182140,177.87KB,954a02379d3158845f008354dd6832cf,2,364280,355.74KB,0,0B,YES,KEEP,Content-identical
157,stn-8HXGLtTMGXREdipYzn7sPHQTDqSDgTmqatAks7P4.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-8HXGLtTMGXREdipYzn7sPHQTDqSDgTmqatAks7P4.jpeg,/Users/steven/Pictures/zombot-avatararts,182140,177.87KB,954a02379d3158845f008354dd6832cf,2,364280,355.74KB,182140,177.87KB,NO,DELETE (if identical),Content-identical
158,stn-C9BCOpGNJibYJyRkpqwJu8NbR0x6Hmo07dx1AxWW.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images/stn-C9BCOpGNJibYJyRkpqwJu8NbR0x6Hmo07dx1AxWW.jpeg,/Users/steven/AVATARARTS/ai-sites/ORGANIZED/images,181156,176.91KB,e29ef66eacbd1d4e037a8003ff8f1820,2,362312,353.82KB,0,0B,YES,KEEP,Content-identical
158,stn-C9BCOpGNJibYJyRkpqwJu8NbR0x6Hmo07dx1AxWW.jpeg,/Users/steven/Pictures/zombot-avatararts/stn-C9BCOpGNJibYJyRkpqwJu8NbR0x6Hmo07dx1AxWW.jpeg,/Users/steven/Pictures/zombot-avatararts,181156,176.91KB,e29ef66eacbd1d4e037a8003ff8f1820,2,362312,353.82KB,181156,176.91KB,NO,DELETE (if identical),Content-identical
159,NoMoreLove-OauT9Oqp1z.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-OauT9Oqp1z.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,177523,173.36KB,306728686130b433d839c78f757c42b6,2,355046,346.72KB,0,0B,YES,KEEP,"Content-identical, different names"
159,NoMoreLove-aSH7d-bMy7.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-aSH7d-bMy7.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,177523,173.36KB,306728686130b433d839c78f757c42b6,2,355046,346.72KB,177523,173.36KB,NO,DELETE (if identical),"Content-identical, different names"
160,Python_Script_for_Classification.md,/Users/steven/AVATARARTS/ai-ml-notes/Python_Script_for_Classification.md,/Users/steven/AVATARARTS/ai-ml-notes,117455,114.70KB,9a5feec404ce7226c5780868ed972db3,3,352365,344.11KB,0,0B,YES,KEEP,"Content-identical, different names"
160,1. Custom Python Script for Classification.md,/Users/steven/GitHub/AvaTarArTs-Suite/docs/organization/1. Custom Python Script for Classification.md,/Users/steven/GitHub/AvaTarArTs-Suite/docs/organization,117455,114.70KB,9a5feec404ce7226c5780868ed972db3,3,352365,344.11KB,234910,229.40KB,NO,DELETE (if identical),"Content-identical, different names"
160,Python Script for Classification.md,/Users/steven/GitHub/AvaTarArTs-Suite/docs/organization/Python Script for Classification.md,/Users/steven/GitHub/AvaTarArTs-Suite/docs/organization,117455,114.70KB,9a5feec404ce7226c5780868ed972db3,3,352365,344.11KB,234910,229.40KB,NO,DELETE (if identical),"Content-identical, different names"
161,891362e5-8084-478a-ab71-fbe5b9c0688e.jpg,/Users/steven/Downloads/Compressed/NotebookLM_JulianGoldie_Notes_Bundle/891362e5-8084-478a-ab71-fbe5b9c0688e.jpg,/Users/steven/Downloads/Compressed/NotebookLM_JulianGoldie_Notes_Bundle,172814,168.76KB,f29a9787aef88d5eb0e8ae084fe5b112,2,345628,337.53KB,0,0B,YES,KEEP,"Content-identical, different names"
161,12-25-2025-Google Chrome.jpg,/Users/steven/Pictures/cLeanShoT/12-25-2025-Google Chrome.jpg,/Users/steven/Pictures/cLeanShoT,172814,168.76KB,f29a9787aef88d5eb0e8ae084fe5b112,2,345628,337.53KB,172814,168.76KB,NO,DELETE (if identical),"Content-identical, different names"
162,NoMoreLove-UmhYE0lkPL.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-UmhYE0lkPL.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,168550,164.60KB,2e3237229b1edbea8c79e7787dae74cc,2,337100,329.20KB,0,0B,YES,KEEP,"Content-identical, different names"
162,NoMoreLove-hW11E7IP8v.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-hW11E7IP8v.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,168550,164.60KB,2e3237229b1edbea8c79e7787dae74cc,2,337100,329.20KB,168550,164.60KB,NO,DELETE (if identical),"Content-identical, different names"
163,text.markdown,/Users/steven/Documents/craft/Exported Documents/Chat_Export (10).textbundle/text.markdown,/Users/steven/Documents/craft/Exported Documents/Chat_Export (10).textbundle,67239,65.66KB,cc34d9284c051e5d8cc22e75f4219501,5,336195,328.32KB,0,0B,YES,KEEP,"Content-identical, different names"
163,Narrative_Image_Generation_Plan_for_“Willow_Whispers” 1.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/Narrative_Image_Generation_Plan_for_“Willow_Whispers” 1.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,67239,65.66KB,cc34d9284c051e5d8cc22e75f4219501,5,336195,328.32KB,268956,262.65KB,NO,DELETE (if identical),"Content-identical, different names"
163,Narrative_Image_Generation_Plan_for_“Willow_Whispers” 2.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/Narrative_Image_Generation_Plan_for_“Willow_Whispers” 2.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,67239,65.66KB,cc34d9284c051e5d8cc22e75f4219501,5,336195,328.32KB,268956,262.65KB,NO,DELETE (if identical),"Content-identical, different names"
163,Narrative_Image_Generation_Plan_for_“Willow_Whispers” 3.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/Narrative_Image_Generation_Plan_for_“Willow_Whispers” 3.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,67239,65.66KB,cc34d9284c051e5d8cc22e75f4219501,5,336195,328.32KB,268956,262.65KB,NO,DELETE (if identical),"Content-identical, different names"
163,Narrative_Image_Generation_Plan_for_“Willow_Whispers”.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides/Narrative_Image_Generation_Plan_for_“Willow_Whispers”.md,/Users/steven/Music/nocTurneMeLoDieS/DOCS/guides,67239,65.66KB,cc34d9284c051e5d8cc22e75f4219501,5,336195,328.32KB,268956,262.65KB,NO,DELETE (if identical),"Content-identical, different names"
164,NoMoreLove-nLS-sgcpln.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-nLS-sgcpln.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,164491,160.64KB,95e2b16eeef9734782ff2a5504a14add,2,328982,321.27KB,0,0B,YES,KEEP,"Content-identical, different names"
164,NoMoreLove-sy6QQTqOc6.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-sy6QQTqOc6.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,164491,160.64KB,95e2b16eeef9734782ff2a5504a14add,2,328982,321.27KB,164491,160.64KB,NO,DELETE (if identical),"Content-identical, different names"
165,NoMoreLove-BZ0kAAtJmw.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-BZ0kAAtJmw.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,162178,158.38KB,d2e77ea4d08c2b363e24872d8b77ceae,2,324356,316.75KB,0,0B,YES,KEEP,"Content-identical, different names"
165,NoMoreLove-Moi-hDZmKb.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-Moi-hDZmKb.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,162178,158.38KB,d2e77ea4d08c2b363e24872d8b77ceae,2,324356,316.75KB,162178,158.38KB,NO,DELETE (if identical),"Content-identical, different names"
166,best_prompt.md,/Users/steven/AVATARARTS/ai-ml-notes/best_prompt.md,/Users/steven/AVATARARTS/ai-ml-notes,160274,156.52KB,ce79dbf60bc3879d13392b60728c3744,2,320548,313.04KB,0,0B,YES,KEEP,"Content-identical, different names"
166,best-prompt-camera-skurry.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/best-prompt-camera-skurry.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,160274,156.52KB,ce79dbf60bc3879d13392b60728c3744,2,320548,313.04KB,160274,156.52KB,NO,DELETE (if identical),"Content-identical, different names"
167,NoMoreLove-K4JJm9FALT.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-K4JJm9FALT.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,158550,154.83KB,2505627a665bbe144e4640ff7ad84883,2,317100,309.67KB,0,0B,YES,KEEP,"Content-identical, different names"
167,NoMoreLove-R6rICQccp6.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-R6rICQccp6.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,158550,154.83KB,2505627a665bbe144e4640ff7ad84883,2,317100,309.67KB,158550,154.83KB,NO,DELETE (if identical),"Content-identical, different names"
168,1-5% AEO:SEO copy_20251225001741.md,/Users/steven/Documents/markD/.history/1-5% AEO:SEO copy_20251225001741.md,/Users/steven/Documents/markD/.history,105437,102.97KB,84f8e34d9752b22058feb868c3dcf891,3,316311,308.90KB,0,0B,YES,KEEP,"Content-identical, different names"
168,1-5% AEO:SEO.md,/Users/steven/Documents/markD/1-5% AEO:SEO.md,/Users/steven/Documents/markD,105437,102.97KB,84f8e34d9752b22058feb868c3dcf891,3,316311,308.90KB,210874,205.93KB,NO,DELETE (if identical),"Content-identical, different names"
168,deep dive SEO:AEO.md,/Users/steven/Documents/markD/deep dive SEO:AEO.md,/Users/steven/Documents/markD,105437,102.97KB,84f8e34d9752b22058feb868c3dcf891,3,316311,308.90KB,210874,205.93KB,NO,DELETE (if identical),"Content-identical, different names"
169,AvatarArts Profile Analysis.md,/Users/steven/AVATARARTS/ai-ml-notes/AvatarArts Profile Analysis.md,/Users/steven/AVATARARTS/ai-ml-notes,158094,154.39KB,879fc84bbbc096edb7275d7eab472b6b,2,316188,308.78KB,0,0B,YES,KEEP,"Content-identical, different names"
169,1-55-23-Analyze_research_focus.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-8/1-55-23-Analyze_research_focus.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-8,158094,154.39KB,879fc84bbbc096edb7275d7eab472b6b,2,316188,308.78KB,158094,154.39KB,NO,DELETE (if identical),"Content-identical, different names"
170,Song_lyrics_summary.md,/Users/steven/AVATARARTS/ai-ml-notes/Song_lyrics_summary.md,/Users/steven/AVATARARTS/ai-ml-notes,156976,153.30KB,42e92f7d097f98a3306ae1868c136091,2,313952,306.59KB,0,0B,YES,KEEP,"Content-identical, different names"
170,22-11-36-Song_lyrics_summary.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-6/22-11-36-Song_lyrics_summary.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-6,156976,153.30KB,42e92f7d097f98a3306ae1868c136091,2,313952,306.59KB,156976,153.30KB,NO,DELETE (if identical),"Content-identical, different names"
171,LoveRubbish-3yvtXH65PJ.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/LoveRubbish-3yvtXH65PJ.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,155945,152.29KB,cad674f45e427b62047cdd2a4b403ed6,2,311890,304.58KB,0,0B,YES,KEEP,"Content-identical, different names"
171,LoveRubbish-slGeVPgs_q.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/LoveRubbish-slGeVPgs_q.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,155945,152.29KB,cad674f45e427b62047cdd2a4b403ed6,2,311890,304.58KB,155945,152.29KB,NO,DELETE (if identical),"Content-identical, different names"
172,NoMoreLove-cIzfvmhv9S.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-cIzfvmhv9S.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,150487,146.96KB,5d4155959a22432e6f29b7d8b320f873,2,300974,293.92KB,0,0B,YES,KEEP,"Content-identical, different names"
172,NoMoreLove-htox9UpdQU.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-htox9UpdQU.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,150487,146.96KB,5d4155959a22432e6f29b7d8b320f873,2,300974,293.92KB,150487,146.96KB,NO,DELETE (if identical),"Content-identical, different names"
173,NeonAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NeonAlley.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,150428,146.90KB,bf3f54f271de66bfae5b574a49dc4ec4,2,300856,293.80KB,0,0B,YES,KEEP,"Content-identical, different names"
173,NoMoreLove-H_kq5fw0ED.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-H_kq5fw0ED.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,150428,146.90KB,bf3f54f271de66bfae5b574a49dc4ec4,2,300856,293.80KB,150428,146.90KB,NO,DELETE (if identical),"Content-identical, different names"
174,NoMoreLove-RjKo8umjBQ.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-RjKo8umjBQ.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,148337,144.86KB,3b5160bfc02be7b9fd337a070fba352f,2,296674,289.72KB,0,0B,YES,KEEP,"Content-identical, different names"
174,NoMoreLove-jtq9ERgnXi.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-jtq9ERgnXi.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,148337,144.86KB,3b5160bfc02be7b9fd337a070fba352f,2,296674,289.72KB,148337,144.86KB,NO,DELETE (if identical),"Content-identical, different names"
175,Misfortune 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/Misfortune 1.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,73791,72.06KB,54c5d9959f8ab948492b0e3162531708,4,295164,288.25KB,0,0B,YES,KEEP,"Content-identical, different names"
175,Misfortune-jfpPaY_HWV.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/Misfortune-jfpPaY_HWV.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,73791,72.06KB,54c5d9959f8ab948492b0e3162531708,4,295164,288.25KB,221373,216.18KB,NO,DELETE (if identical),"Content-identical, different names"
175,Misfortune.png,/Users/steven/Pictures/Misfortune.png,/Users/steven/Pictures,73791,72.06KB,54c5d9959f8ab948492b0e3162531708,4,295164,288.25KB,221373,216.18KB,NO,DELETE (if identical),"Content-identical, different names"
175,MisfortuneArt.png,/Users/steven/Pictures/MisfortuneArt.png,/Users/steven/Pictures,73791,72.06KB,54c5d9959f8ab948492b0e3162531708,4,295164,288.25KB,221373,216.18KB,NO,DELETE (if identical),"Content-identical, different names"
176,PunkRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/PunkRaccoon.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,146401,142.97KB,288e8fed91038d06cd85456ed2ac252a,2,292802,285.94KB,0,0B,YES,KEEP,"Content-identical, different names"
176,RaccoonRock 2.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/RaccoonRock 2.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,146401,142.97KB,288e8fed91038d06cd85456ed2ac252a,2,292802,285.94KB,146401,142.97KB,NO,DELETE (if identical),"Content-identical, different names"
177,SEO_username_strategy.md,/Users/steven/AVATARARTS/ai-ml-notes/SEO_username_strategy.md,/Users/steven/AVATARARTS/ai-ml-notes,139947,136.67KB,564d08d620433aec8fafa4ff4dafd23f,2,279894,273.33KB,0,0B,YES,KEEP,"Content-identical, different names"
177,15-29-12-SEO_username_strategy.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-2/15-29-12-SEO_username_strategy.md,/Users/steven/Downloads/2025-09-04-conversations/2025-8-2,139947,136.67KB,564d08d620433aec8fafa4ff4dafd23f,2,279894,273.33KB,139947,136.67KB,NO,DELETE (if identical),"Content-identical, different names"
178,NoMoreLove-NlDOoccjWG.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-NlDOoccjWG.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,138815,135.56KB,6299b32cd66e8c41f75f5224ec5a5090,2,277630,271.12KB,0,0B,YES,KEEP,"Content-identical, different names"
178,NoMoreLove-fVKZkcvQ7I.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES/NoMoreLove-fVKZkcvQ7I.jpg,/Users/steven/Music/nocTurneMeLoDieS/IMAGES,138815,135.56KB,6299b32cd66e8c41f75f5224ec5a5090,2,277630,271.12KB,138815,135.56KB,NO,DELETE (if identical),"Content-identical, different names"
179,Printify_best_prmpts.md,/Users/steven/AVATARARTS/ai-ml-notes/Printify_best_prmpts.md,/Users/steven/AVATARARTS/ai-ml-notes,136938,133.73KB,cf65654a5f582fe6c8f06b96fa654af6,2,273876,267.46KB,0,0B,YES,KEEP,"Content-identical, different names"
179,21-13-57-best_trending_printify_ai.md,/Users/steven/Downloads/2025-09-04-conversations/2025-1-6/21-13-57-best_trending_printify_ai.md,/Users/steven/Downloads/2025-09-04-conversations/2025-1-6,136938,133.73KB,cf65654a5f582fe6c8f06b96fa654af6,2,273876,267.46KB,136938,133.73KB,NO,DELETE (if identical),"Content-identical, different names"
180,2_20250505124443.html,/Users/steven/Pictures/sora/.history/2_20250505124443.html,/Users/steven/Pictures/sora/.history,88260,86.19KB,96aae09513e9d135e0c4d0172db87ae7,3,264780,258.57KB,0,0B,YES,KEEP,"Content-identical, different names"
180,2_20250505124500.html,/Users/steven/Pictures/sora/.history/2_20250505124500.html,/Users/steven/Pictures/sora/.history,88260,86.19KB,96aae09513e9d135e0c4d0172db87ae7,3,264780,258.57KB,176520,172.38KB,NO,DELETE (if identical),"Content-identical, different names"
180,2_20250505124530.html,/Users/steven/Pictures/sora/.history/2_20250505124530.html,/Users/steven/Pictures/sora/.history,88260,86.19KB,96aae09513e9d135e0c4d0172db87ae7,3,264780,258.57KB,176520,172.38KB,NO,DELETE (if identical),"Content-identical, different names"
181,Best-Narrative-prompt-trashy-2025-09-10.md,/Users/steven/AVATARARTS/ai-ml-notes/Best-Narrative-prompt-trashy-2025-09-10.md,/Users/steven/AVATARARTS/ai-ml-notes,131946,128.85KB,dbded2cb1a4fc23f5755bc64e3271363,2,263892,257.71KB,0,0B,YES,KEEP,Content-identical
181,Best-Narrative-prompt-trashy-2025-09-10.md,/Users/steven/Pictures/ideoGram/ideo-notion/Best-Narrative-prompt-trashy-2025-09-10.md,/Users/steven/Pictures/ideoGram/ideo-notion,131946,128.85KB,dbded2cb1a4fc23f5755bc64e3271363,2,263892,257.71KB,131946,128.85KB,NO,DELETE (if identical),Content-identical
182,Randomly_Move_150_Images.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files/Randomly_Move_150_Images.html,/Users/steven/AVATARARTS/ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files,130948,127.88KB,faaeb144d90791eaea47441cac298bf5,2,261896,255.76KB,0,0B,YES,KEEP,Content-identical
182,Randomly_Move_150_Images.html,/Users/steven/GitHub/AvaTarArTs-Suite/docs/guides/Randomly_Move_150_Images.html,/Users/steven/GitHub/AvaTarArTs-Suite/docs/guides,130948,127.88KB,faaeb144d90791eaea47441cac298bf5,2,261896,255.76KB,130948,127.88KB,NO,DELETE (if identical),Content-identical
183,icon.png,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow/icon.png,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow,127593,124.60KB,aef3a64f64602e284b2284b715137070,2,255186,249.21KB,0,0B,YES,KEEP,"Content-identical, different names"
183,icon@2x.png,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow/icon@2x.png,/Users/steven/pythons/DATA_UTILITIES/legacy_categories/alfred_workflow,127593,124.60KB,aef3a64f64602e284b2284b715137070,2,255186,249.21KB,127593,124.60KB,NO,DELETE (if identical),"Content-identical, different names"
184,300dpi_300dpi_carbon.png,/Users/steven/GitHub/AvaTarArTs-Suite/archived/media_files/300dpi_300dpi_carbon.png,/Users/steven/GitHub/AvaTarArTs-Suite/archived/media_files,127082,124.10KB,74bc4903543a3fccb1b9a49296abe3ae,2,254164,248.21KB,0,0B,YES,KEEP,"Content-identical, different names"
184,300dpi_carbon copy.png,/Users/steven/GitHub/AvaTarArTs-Suite/archived/media_files/300dpi_carbon copy.png,/Users/steven/GitHub/AvaTarArTs-Suite/archived/media_files,127082,124.10KB,74bc4903543a3fccb1b9a49296abe3ae,2,254164,248.21KB,127082,124.10KB,NO,DELETE (if identical),"Content-identical, different names"
185,powered_powerpoint.md,/Users/steven/AVATARARTS/ai-ml-notes/powered_powerpoint.md,/Users/steven/AVATARARTS/ai-ml-notes,125937,122.99KB,20c44895f469636fcecf22f37fc8112b,2,251874,245.97KB,0,0B,YES,KEEP,"Content-identical, different names"
185,ai-powered-powerpoint-generator-code.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content/ai-powered-powerpoint-generator-code.md,/Users/steven/pythons/DATA_UTILITIES/doc-generator/content,125937,122.99KB,20c44895f469636fcecf22f37fc8112b,2,251874,245.97KB,125937,122.99KB,NO,DELETE (if identical),"Content-identical, different names"
186,all-suno_20251226141115.txt,/Users/steven/Music/nocTurneMeLoDieS/csv/.history/all-suno_20251226141115.txt,/Users/steven/Music/nocTurneMeLoDieS/csv/.history,117026,114.28KB,6a1a3d11a4e2c3451381a5f3bc82db2a,2,234052,228.57KB,0,0B,YES,KEEP,"Content-identical, different names"
