old_path,new_path,action,category,size_mb,file_count
CLIENT_PROJECTS/josephrosadomd/category/prp,projects/prp,MOVE,client_project,0.55078125,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/ultra-deep-intelligence,projects/ultra-deep-intelligence,MOVE,project,0.546875,25
ARCHIVES_BACKUPS/archive/system/advanced-systems/DOCUMENTS-ARCHIVE,docs/DOCUMENTS-ARCHIVE,MOVE,documentation,0.5390625,0
CONTENT_ASSETS/html-assets/assets/SBHTML/BuufJuiced-Armageddon-dubs SBHTML,content/BuufJuiced-Armageddon-dubs SBHTML,MOVE,content,0.5390625,2
CLIENT_PROJECTS/josephrosadomd/service/treatment-resistant-depression,projects/treatment-resistant-depression,MOVE,client_project,0.53515625,1
CLIENT_PROJECTS/josephrosadomd/service/ketamine-therapy-for-anxiety-depression,projects/ketamine-therapy-for-anxiety-depression,MOVE,client_project,0.53125,1
CLIENT_PROJECTS/josephrosadomd/service/ketamine-therapy-for-post-traumatic-stress-treatment,projects/ketamine-therapy-for-post-traumatic-stress-treatment,MOVE,client_project,0.53125,1
CONTENT_ASSETS/html-assets/assets/SBHTML/BuufJuiced-Armageddon-dubs SBHTML/src,content/BuufJuiced-Armageddon-dubs SBHTML_src,MOVE,content,0.53125,0
CLIENT_PROJECTS/josephrosadomd/category/support-resources,projects/support-resources,MOVE,client_project,0.52734375,1
CLIENT_PROJECTS/josephrosadomd/how-to-keep-your-kidney-healthy,projects/how-to-keep-your-kidney-healthy,MOVE,client_project,0.52734375,1
CLIENT_PROJECTS/josephrosadomd/understanding-all-the-adhd-resources,projects/understanding-all-the-adhd-resources,MOVE,client_project,0.52734375,1
CLIENT_PROJECTS/josephrosadomd/service/medical-marijuana-doctor,projects/medical-marijuana-doctor,MOVE,client_project,0.5234375,1
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/automation/api_integrations,projects/api_integrations,MOVE,development,0.5234375,63
CLIENT_PROJECTS/josephrosadomd/wp-content/plugins/revslider,projects/revslider,MOVE,client_project,0.51953125,0
CLIENT_PROJECTS/josephrosadomd/wp-content/plugins/revslider/public,projects/public,MOVE,client_project,0.51953125,0
CLIENT_PROJECTS/josephrosadomd/category/health-tips/feed,projects/feed,MOVE,client_project,0.515625,1
CLIENT_PROJECTS/josephrosadomd/wp-content/plugins/revslider/public/js,projects/js,MOVE,client_project,0.515625,1
CLIENT_PROJECTS/josephrosadomd/wp-content/uploads/2024/10,projects/2024_10,MOVE,client_project,0.515625,10
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace,projects/templates-marketplace,MOVE,website,0.51171875,2
CLIENT_PROJECTS/josephrosadomd/meet-dr-joseph-rosado,projects/meet-dr-joseph-rosado,MOVE,client_project,0.51171875,1
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/templates-marketplace,content/templates-marketplace,MOVE,content,0.51171875,2
ai-sites/retention-products-suite/templates-marketplace,content/retention-products-suite_templates-marketplace,MOVE,content,0.51171875,2
CLIENT_PROJECTS/josephrosadomd/our-services,projects/our-services,MOVE,client_project,0.5078125,1
ARCHIVES_BACKUPS/archive/reference-files/avatararts-steven-docs/_,docs/_,MOVE,documentation,0.50390625,6
CLIENT_PROJECTS/josephrosadomd/category/holistic-wellness,projects/holistic-wellness,MOVE,client_project,0.5,1
CLIENT_PROJECTS/josephrosadomd/thc-vs-cbd-vs-thca,projects/thc-vs-cbd-vs-thca,MOVE,client_project,0.5,1
CLIENT_PROJECTS/josephrosadomd/what-is-prp-for-peripheral-neuropathy,projects/what-is-prp-for-peripheral-neuropathy,MOVE,client_project,0.5,1
DATA_ANALYTICS/analysis/summaries,docs/summaries,MOVE,documentation,0.5,31
CLIENT_PROJECTS/josephrosadomd/category/medical-marijuana/feed,projects/medical-marijuana_feed,MOVE,client_project,0.48828125,1
CLIENT_PROJECTS/josephrosadomd/understanding-otc-medication-labels,projects/understanding-otc-medication-labels,MOVE,client_project,0.48828125,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/retention-suite/templates-marketplace/generated_templates,projects/generated_templates,MOVE,website,0.484375,1
CLIENT_PROJECTS/josephrosadomd/what-is-the-difference-between-cbd-and-thc,projects/what-is-the-difference-between-cbd-and-thc,MOVE,client_project,0.484375,1
CLIENT_PROJECTS/josephrosadomd/diabetes-and-health,projects/diabetes-and-health,MOVE,client_project,0.484375,1
CLIENT_PROJECTS/josephrosadomd/wp-content/plugins/woocommerce/assets/fonts,projects/assets_fonts,MOVE,client_project,0.484375,5
CLIENT_PROJECTS/josephrosadomd/wp-content/uploads/2024/09,projects/2024_09,MOVE,client_project,0.484375,17
CONTENT_ASSETS/ai-sites/ai-sites/retention-products-suite/templates-marketplace/generated_templates,content/generated_templates,MOVE,content,0.484375,1
ai-sites/retention-products-suite/templates-marketplace/generated_templates,content/templates-marketplace_generated_templates,MOVE,content,0.484375,1
CLIENT_PROJECTS/josephrosadomd/seasonal-health-tips-to-stay-healthy,projects/seasonal-health-tips-to-stay-healthy,MOVE,client_project,0.48046875,1
CLIENT_PROJECTS/josephrosadomd/in-the-news,projects/in-the-news,MOVE,client_project,0.48046875,1
CLIENT_PROJECTS/josephrosadomd/keynote-topics-workshops,projects/keynote-topics-workshops,MOVE,client_project,0.48046875,1
ARCHIVES_BACKUPS/archive/reference-files/avatararts-steven-docs/_/logs,docs/logs,MOVE,documentation,0.4765625,1
CLIENT_PROJECTS/josephrosadomd/is-ketamine-addictive,projects/is-ketamine-addictive,MOVE,client_project,0.4765625,1
heavenlyHands/intelligent-organization-system,projects/intelligent-organization-system,MOVE,project,0.4765625,25
CLIENT_PROJECTS/josephrosadomd/ways-to-keep-your-colon-healthy,projects/ways-to-keep-your-colon-healthy,MOVE,client_project,0.47265625,1
CONTENT_ASSETS/ai-sites/ai-sites/disco/txt,content/txt,MOVE,content,0.46875,0
ai-sites/disco/txt,content/disco_txt,MOVE,content,0.46875,0
CLIENT_PROJECTS/josephrosadomd/books-by-dr-rosado,projects/books-by-dr-rosado,MOVE,client_project,0.4609375,1
CLIENT_PROJECTS/josephrosadomd/category/ptsd,projects/ptsd,MOVE,client_project,0.4609375,1
CLIENT_PROJECTS/josephrosadomd/medical-cannabis-doctors,projects/medical-cannabis-doctors,MOVE,client_project,0.4609375,1
CLIENT_PROJECTS/josephrosadomd/feed,projects/josephrosadomd_feed,MOVE,client_project,0.4609375,1
CLIENT_PROJECTS/josephrosadomd/ketamine-and-insurance,projects/ketamine-and-insurance,MOVE,client_project,0.4609375,1
CLIENT_PROJECTS/josephrosadomd/5-tips-for-keeping-your-feet-healthy,projects/5-tips-for-keeping-your-feet-healthy,MOVE,client_project,0.453125,1
CLIENT_PROJECTS/josephrosadomd/medical-cannabis-uses-benefits,projects/medical-cannabis-uses-benefits,MOVE,client_project,0.453125,1
CLIENT_PROJECTS/josephrosadomd/why-is-medical-marijuana-illegal,projects/why-is-medical-marijuana-illegal,MOVE,client_project,0.453125,1
CLIENT_PROJECTS/josephrosadomd/how-does-prolotherapy-work,projects/how-does-prolotherapy-work,MOVE,client_project,0.44921875,1
CLIENT_PROJECTS/josephrosadomd/how-is-ketamine-administered,projects/how-is-ketamine-administered,MOVE,client_project,0.44921875,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/SCRIPTS,projects/SCRIPTS,MOVE,development,0.4453125,30
CLIENT_PROJECTS/josephrosadomd/potential-side-effects-of-ketamine,projects/potential-side-effects-of-ketamine,MOVE,client_project,0.4453125,1
CLIENT_PROJECTS/josephrosadomd/florida-medical-marijuana-delivery-methods,projects/florida-medical-marijuana-delivery-methods,MOVE,client_project,0.4453125,1
CLIENT_PROJECTS/josephrosadomd/ketamine-and-other-medications,projects/ketamine-and-other-medications,MOVE,client_project,0.4453125,1
CLIENT_PROJECTS/josephrosadomd/how-does-ketamine-work,projects/how-does-ketamine-work,MOVE,client_project,0.4453125,1
CLIENT_PROJECTS/josephrosadomd/iv-ketamine-benefits,projects/iv-ketamine-benefits,MOVE,client_project,0.4453125,1
CONTENT_ASSETS/ai-sites/ai-sites/ORGANIZED/scripts,projects/ORGANIZED_scripts,MOVE,development,0.4453125,79
ai-sites/ORGANIZED/scripts,projects/ORGANIZED_scripts,MOVE,development,0.4453125,79
CLIENT_PROJECTS/josephrosadomd/foods-that-can-keep-your-heart-healthy,projects/foods-that-can-keep-your-heart-healthy,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/category/dr-rosado,projects/dr-rosado,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/how-long-do-ketamines-effects-last,projects/how-long-do-ketamines-effects-last,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/medical-vs-recreational-cannabis,projects/medical-vs-recreational-cannabis,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/depression-memory-loss,projects/depression-memory-loss,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/depression-go-away,projects/depression-go-away,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/understanding-ketamine-mechanism,projects/understanding-ketamine-mechanism,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/what-types-of-medical-cannabis-are-available-for-a-patient,projects/what-types-of-medical-cannabis-are-available-for-a-patient,MOVE,client_project,0.44140625,1
CLIENT_PROJECTS/josephrosadomd/psilocybin-therapy-newmexico,projects/psilocybin-therapy-newmexico,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/atypical-depression,projects/atypical-depression,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/avoid-overconsumption-build-tolerance,projects/avoid-overconsumption-build-tolerance,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/adjustment-vs-depression,projects/adjustment-vs-depression,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/wp-content/themes/medicross/assets/js,projects/assets_js,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/cannabis-ketamine-tbi-treatment,projects/cannabis-ketamine-tbi-treatment,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/mdd-vs-bipolar,projects/mdd-vs-bipolar,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/medical-marijuana-can-help-win-over-ptsd,projects/medical-marijuana-can-help-win-over-ptsd,MOVE,client_project,0.4375,1
CLIENT_PROJECTS/josephrosadomd/hrt-and-depression,projects/hrt-and-depression,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/depression-genetic-risk,projects/depression-genetic-risk,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/at-home-ketamine,projects/at-home-ketamine,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/can-stress-cause-depression,projects/can-stress-cause-depression,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/getting-up-when-depressed,projects/getting-up-when-depressed,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/side-effects-of-medical-cannabis,projects/side-effects-of-medical-cannabis,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/annual-physicals-for-children-are-important,projects/annual-physicals-for-children-are-important,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/teen-depression-signs,projects/teen-depression-signs,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/depression-symptom-and-recovery,projects/depression-symptom-and-recovery,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/why-the-flu-shot-is-essential-every-year,projects/why-the-flu-shot-is-essential-every-year,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/ketamine-side-effects,projects/ketamine-side-effects,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/cannabis-doctors-using-ketamine,projects/cannabis-doctors-using-ketamine,MOVE,client_project,0.43359375,1
CLIENT_PROJECTS/josephrosadomd/essential-self-care-resources-for-african-american-women,projects/essential-self-care-resources-for-african-american-women,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/medical-marijuana-certification-online,projects/medical-marijuana-certification-online,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/conditions-ketamine-treat,projects/conditions-ketamine-treat,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/depression-at-work,projects/depression-at-work,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/ketamine-treatment-duration,projects/ketamine-treatment-duration,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/dysthymia-vs-major-depression,projects/dysthymia-vs-major-depression,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/depression-after-surgery,projects/depression-after-surgery,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/cannabis-card-benefits,projects/cannabis-card-benefits,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/contact-us,projects/contact-us,MOVE,client_project,0.4296875,1
CLIENT_PROJECTS/josephrosadomd/support-resources-for-men,projects/support-resources-for-men,MOVE,client_project,0.4296875,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/intelligent-organization-system,projects/heavenlyhands_intelligent-organization-system,MOVE,website,0.42578125,17
CLIENT_PROJECTS/josephrosadomd/prp-for-pain,projects/prp-for-pain,MOVE,client_project,0.42578125,1
CLIENT_PROJECTS/josephrosadomd/ketamine-for-depression,projects/ketamine-for-depression,MOVE,client_project,0.42578125,1
CLIENT_PROJECTS/josephrosadomd/resources,projects/resources,MOVE,client_project,0.42578125,1
CLIENT_PROJECTS/josephrosadomd/candidates-for-ketamine,projects/candidates-for-ketamine,MOVE,client_project,0.42578125,1
CLIENT_PROJECTS/josephrosadomd/cbg-vs-cbd,projects/cbg-vs-cbd,MOVE,client_project,0.42578125,1
CLIENT_PROJECTS/josephrosadomd/tired-from-depression,projects/tired-from-depression,MOVE,client_project,0.42578125,1
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/intelligent-organization-system,content/heavenlyHands_intelligent-organization-system,MOVE,content,0.42578125,17
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/media/audio,projects/audio,MOVE,development,0.42578125,38
ai-sites/heavenlyHands/intelligent-organization-system,content/heavenlyHands_intelligent-organization-system,MOVE,content,0.42578125,17
BUSINESS/passive-income,projects/passive-income,MOVE,business,0.421875,0
BUSINESS/passive-income/passive-income-empire,projects/passive-income-empire,MOVE,business,0.421875,5
BUSINESS/projects/retention-suite-complete/templates-marketplace,projects/retention-suite-complete_templates-marketplace,MOVE,business,0.421875,2
BUSINESS/quantumforge-labs/business-systems/02_Business_and_Finance/business_plan,projects/business_plan,MOVE,business,0.421875,12
CLIENT_PROJECTS/josephrosadomd/depression-in-remission,projects/depression-in-remission,MOVE,client_project,0.421875,1
CLIENT_PROJECTS/josephrosadomd/ketamine-addiction-explained,projects/ketamine-addiction-explained,MOVE,client_project,0.421875,1
CLIENT_PROJECTS/josephrosadomd/prp-therapy-for-joint-pain,projects/prp-therapy-for-joint-pain,MOVE,client_project,0.421875,1
CONTENT_ASSETS/ai-sites/ai-sites/passive-income-empire,projects/ai-sites_passive-income-empire,MOVE,business,0.421875,5
ai-sites/passive-income-empire,projects/ai-sites_passive-income-empire,MOVE,business,0.421875,5
CLIENT_PROJECTS/josephrosadomd/category/anxiety-depression/feed,projects/anxiety-depression_feed,MOVE,client_project,0.41796875,1
CLIENT_PROJECTS/josephrosadomd/5-simple-steps-toward-a-healthier-you,projects/5-simple-steps-toward-a-healthier-you,MOVE,client_project,0.41796875,1
CLIENT_PROJECTS/josephrosadomd/coping-with-anxiety-and-depression-during-thanksgiving,projects/coping-with-anxiety-and-depression-during-thanksgiving,MOVE,client_project,0.41796875,1
CLIENT_PROJECTS/josephrosadomd/partners-collaborations,projects/partners-collaborations,MOVE,client_project,0.41796875,1
CLIENT_PROJECTS/josephrosadomd/is-ketamine-safe,projects/is-ketamine-safe,MOVE,client_project,0.41796875,1
CLIENT_PROJECTS/josephrosadomd/cbd-autism-children,projects/cbd-autism-children,MOVE,client_project,0.4140625,1
CONTENT_ASSETS/html-assets/discography,content/discography,MOVE,content,0.4140625,3
CLIENT_PROJECTS/josephrosadomd/resources-for-mental-illness,projects/resources-for-mental-illness,MOVE,client_project,0.41015625,1
CLIENT_PROJECTS/josephrosadomd/does-platelet-rich-plasma-work-for-neuropathy,projects/does-platelet-rich-plasma-work-for-neuropathy,MOVE,client_project,0.41015625,1
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates,projects/templates-marketplace_generated_templates,MOVE,business,0.40625,1
CLIENT_PROJECTS/josephrosadomd/category/ketamine/feed,projects/ketamine_feed,MOVE,client_project,0.40625,1
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/core,projects/core,MOVE,development,0.40234375,0
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/core/shared_libs,projects/shared_libs,MOVE,development,0.40234375,17
CONTENT_ASSETS/ai-sites/ai-sites/disco/txt/transcript,projects/transcript,MOVE,development,0.3984375,94
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-scraper-typescript,projects/suno-scraper-typescript,MOVE,development,0.3984375,9
CLIENT_PROJECTS/josephrosadomd/category/ketamine/page/3,projects/3,MOVE,client_project,0.39453125,1
CLIENT_PROJECTS/josephrosadomd/category/ketamine/page/2,projects/2,MOVE,client_project,0.39453125,1
CLIENT_PROJECTS/josephrosadomd/terms-conditions,projects/terms-conditions,MOVE,client_project,0.390625,1
CLIENT_PROJECTS/josephrosadomd/blog/5,projects/5,MOVE,client_project,0.390625,1
CLIENT_PROJECTS/josephrosadomd/wp-content/themes/medicross/assets/js/libs,projects/libs,MOVE,client_project,0.390625,17
CLIENT_PROJECTS/josephrosadomd/make-appointment,projects/make-appointment,MOVE,client_project,0.390625,1
CLIENT_PROJECTS/josephrosadomd/category/anxiety-depression/page,projects/anxiety-depression_page,MOVE,client_project,0.38671875,0
CLIENT_PROJECTS/josephrosadomd/privacy-policy,projects/privacy-policy,MOVE,client_project,0.38671875,1
CLIENT_PROJECTS/josephrosadomd/faqs,projects/faqs,MOVE,client_project,0.38671875,1
CLIENT_PROJECTS/josephrosadomd/category/health-tips/page,projects/health-tips_page,MOVE,client_project,0.37890625,0
CLIENT_PROJECTS/josephrosadomd/category/medical-marijuana/page,projects/medical-marijuana_page,MOVE,client_project,0.37890625,0
CLIENT_PROJECTS/josephrosadomd/testimonials,projects/testimonials,MOVE,client_project,0.375,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/backend,projects/backend,MOVE,website,0.3671875,2
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/backend,content/backend,MOVE,content,0.3671875,2
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/backend,content/cleanconnect-pro_backend,MOVE,content,0.3671875,2
DEVELOPMENT/dna-cold-case-ai,projects/dna-cold-case-ai,MOVE,development,0.3671875,0
ai-sites/heavenlyHands copy/cleanconnect-pro/backend,content/cleanconnect-pro_backend,MOVE,content,0.3671875,2
ai-sites/heavenlyHands/cleanconnect-pro/backend,content/cleanconnect-pro_backend,MOVE,content,0.3671875,2
BUSINESS/quantumforge-labs/business-systems/02_Business_and_Finance/BUSINESS_ECOSYSTEM,projects/BUSINESS_ECOSYSTEM,MOVE,business,0.36328125,1
CONTENT_ASSETS/ai-sites/heavenlyHands,content/ai-sites_heavenlyHands,MOVE,content,0.36328125,0
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro,content/heavenlyHands_cleanconnect-pro,MOVE,content,0.36328125,2
ARCHIVES_BACKUPS/archive/LIVE-DEPLOYMENT/fixes,projects/fixes,MOVE,project,0.35546875,6
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/data,projects/tools_data,MOVE,development,0.3515625,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/DOCUMENTS-ARCHIVE/txt,docs/txt,MOVE,documentation,0.34765625,8
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/data/file_organization,projects/file_organization,MOVE,development,0.34765625,37
SEO_MARKETING/MASTER_SEO_PACKAGE_2024/DEPLOYMENT_PACKAGES/01_GENERATIVE_AUTOMATION_SUITE,projects/01_GENERATIVE_AUTOMATION_SUITE,MOVE,development,0.34765625,2
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.git,projects/cleanconnect-pro_.git,MOVE,website,0.34375,6
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/.git,content/cleanconnect-pro_.git,MOVE,content,0.34375,6
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/.git,content/cleanconnect-pro_.git,MOVE,content,0.34375,6
ai-sites/heavenlyHands copy/cleanconnect-pro/.git,content/cleanconnect-pro_.git,MOVE,content,0.34375,6
ai-sites/heavenlyHands/cleanconnect-pro/.git,content/cleanconnect-pro_.git,MOVE,content,0.34375,6
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/READY-TO-LAUNCH/avatararts/avatararts-portfolio/.next/cache/webpack/client-development,projects/webpack_client-development,MOVE,client_project,0.33984375,2
CLIENT_PROJECTS/josephrosadomd/wp-content/themes/medicross/assets/fonts/bootstrap-icons,projects/bootstrap-icons,MOVE,client_project,0.33984375,0
CONTENT_ASSETS/ai-sites/ai-sites/AvaTarArTs/avatararts-portfolio/.next/cache/webpack/client-development,projects/webpack_client-development,MOVE,client_project,0.33984375,2
CONTENT_ASSETS/ai-sites/AvaTarArTs/avatararts-portfolio/.next/cache/webpack/client-development,projects/webpack_client-development,MOVE,client_project,0.33984375,2
ai-sites/AvaTarArTs/avatararts-portfolio/.next/cache/webpack/client-development,projects/webpack_client-development,MOVE,client_project,0.33984375,2
SEO_MARKETING/MASTER_SEO_PACKAGE_2024/DEPLOYMENT_PACKAGES/01_GENERATIVE_AUTOMATION_SUITE/scripts,projects/01_GENERATIVE_AUTOMATION_SUITE_scripts,MOVE,development,0.3359375,15
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git,content/cleanconnect-pro_.git,MOVE,content,0.328125,3
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB8 (Twix),content/D0P3 SB8 (Twix),MOVE,content,0.32421875,2
CLIENT_PROJECTS/josephrosadomd/wp-content/uploads/2021/07,projects/2021_07,MOVE,client_project,0.31640625,1
CONTENT_ASSETS/html-assets/assets/SBHTML/Smr2/Images,content/Smr2_Images,MOVE,content,0.31640625,3
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB8 (Twix)/Stuff,content/D0P3 SB8 (Twix)_Stuff,MOVE,content,0.31640625,5
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB7 (ChrisJ4ck),content/D0P3 SB7 (ChrisJ4ck),MOVE,content,0.3125,1
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.git/objects,projects/.git_objects,MOVE,website,0.3046875,0
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects,content/.git_objects,MOVE,content,0.3046875,0
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects,content/.git_objects,MOVE,content,0.3046875,0
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects,content/.git_objects,MOVE,content,0.3046875,0
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB7 (ChrisJ4ck)/Stuff,content/D0P3 SB7 (ChrisJ4ck)_Stuff,MOVE,content,0.3046875,4
DEVELOPMENT/utilities/UTILITIES_TOOLS/tools/automation/web,projects/web,MOVE,development,0.3046875,30
ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects,content/.git_objects,MOVE,content,0.3046875,0
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects,content/.git_objects,MOVE,content,0.3046875,0
ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/frontend,projects/frontend,MOVE,website,0.30078125,2
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/frontend,content/frontend,MOVE,content,0.30078125,2
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/frontend,content/cleanconnect-pro_frontend,MOVE,content,0.30078125,2
ai-sites/heavenlyHands copy/cleanconnect-pro/frontend,content/cleanconnect-pro_frontend,MOVE,content,0.30078125,2
ai-sites/heavenlyHands/cleanconnect-pro/frontend,content/cleanconnect-pro_frontend,MOVE,content,0.30078125,2
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB11,content/D0P3 SB11,MOVE,content,0.296875,2
ARCHIVES_BACKUPS/archive/system/advanced-systems/ARCHIVE,projects/ARCHIVE,MOVE,project,0.29296875,1
ARCHIVES_BACKUPS/archive/reference-files/business-setup/business_setup/.history,projects/business_setup_.history,MOVE,business,0.2890625,0
ARCHIVES_BACKUPS/archive/reference-files/business-setup/business_setup/.history/03_business_website,projects/03_business_website,MOVE,business,0.2890625,13
ARCHIVES_BACKUPS/archive/system/advanced-systems/deep-research-tool/src,projects/src,MOVE,development,0.28515625,0
CLIENT_PROJECTS/josephrosadomd/wp-content/themes/medicross/assets/fonts/caseicon,projects/caseicon,MOVE,client_project,0.28515625,5
CONTENT_ASSETS/html-assets/assets/SBHTML/BuufJuiced-Armageddon-dubs SBHTML/src/images,content/src_images,MOVE,content,0.28125,1
SEO_MARKETING/MASTER_SEO_PACKAGE_2024/DEPLOYMENT_PACKAGES/03_CREATIVE_AUTOMATION_SUITE,projects/03_CREATIVE_AUTOMATION_SUITE,MOVE,development,0.27734375,1
BUSINESS/projects/quantumforge-complete/assets,projects/quantumforge-complete_assets,MOVE,business,0.2734375,4
CLIENT_PROJECTS/josephrosadomd/coming-soon,projects/coming-soon,MOVE,client_project,0.2734375,1
CONTENT_ASSETS/html-assets/tools,projects/html-assets_tools,MOVE,development,0.2734375,7
SEO_MARKETING/MASTER_SEO_PACKAGE_2024/DEPLOYMENT_PACKAGES/03_CREATIVE_AUTOMATION_SUITE/scripts,projects/03_CREATIVE_AUTOMATION_SUITE_scripts,MOVE,development,0.2734375,15
CLIENT_PROJECTS/josephrosadomd/wp-content/uploads/2021/08,projects/2021_08,MOVE,client_project,0.26953125,1
CONTENT_ASSETS/html-assets/assets/SBHTML/D0P3 SB11/Stuff,content/D0P3 SB11_Stuff,MOVE,content,0.26171875,2
CLIENT_PROJECTS/josephrosadomd/category/general-medicine/feed,projects/general-medicine_feed,MOVE,client_project,0.2578125,1
CLIENT_PROJECTS/josephrosadomd/wp-content/themes/medicross/assets/fonts/bootstrap-icons/fonts,projects/bootstrap-icons_fonts,MOVE,client_project,0.25390625,2
SEO_MARKETING/SEO_CONTENT_STRATEGY/05_AI_CONTENT_PIPELINE,content/05_AI_CONTENT_PIPELINE,MOVE,content,0.25390625,0
SEO_MARKETING/SEO_CONTENT_STRATEGY/05_AI_CONTENT_PIPELINE/scripts,projects/05_AI_CONTENT_PIPELINE_scripts,MOVE,development,0.25390625,1
