Filename,Status,Category,Before_Path,After_Path,Ability_DNA
25_migrate_llm_configs_to_search_spaces.py,KEEP (Master),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/25_migrate_llm_configs_to_search_spaces.py,~/Documents/CsV/Infrastructure/Automations/Production/25_migrate_llm_configs_to_search_spaces.py,7cf9deed79eb
48_add_note_to_documenttype_enum.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/48_add_note_to_documenttype_enum.py,~/Documents/CsV/Archive/Duplicates/15e28e64/48_add_note_to_documenttype_enum.py,15e28e64f090
30_add_baidu_search_connector_enum.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/30_add_baidu_search_connector_enum.py,~/Documents/CsV/Archive/Duplicates/15e28e64/30_add_baidu_search_connector_enum.py,15e28e64f090
23_associate_connectors_with_search_spaces.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/23_associate_connectors_with_search_spaces.py,~/Documents/CsV/Archive/Duplicates/746e10fa/23_associate_connectors_with_search_spaces.py,746e10fa1afe
43_add_blocknote_fields_to_documents.py,KEEP (Master),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/43_add_blocknote_fields_to_documents.py,~/Documents/CsV/Infrastructure/Automations/Production/43_add_blocknote_fields_to_documents.py,498841d2da09
3_add_linear_connector_to_documenttype_.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/3_add_linear_connector_to_documenttype_.py,~/Documents/CsV/Archive/Duplicates/15e28e64/3_add_linear_connector_to_documenttype_.py,15e28e64f090
e55302644c51_add_github_connector_to_documenttype_.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/e55302644c51_add_github_connector_to_documenttype_.py,~/Documents/CsV/Archive/Duplicates/15e28e64/e55302644c51_add_github_connector_to_documenttype_.py,15e28e64f090
50_remove_podcast_chat_columns.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/50_remove_podcast_chat_columns.py,~/Documents/CsV/Archive/Duplicates/746e10fa/50_remove_podcast_chat_columns.py,746e10fa1afe
14_add_confluence_connector_enums.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/14_add_confluence_connector_enums.py,~/Documents/CsV/Archive/Duplicates/15e28e64/14_add_confluence_connector_enums.py,15e28e64f090
5_remove_title_char_limit.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/5_remove_title_char_limit.py,~/Documents/CsV/Archive/Duplicates/746e10fa/5_remove_title_char_limit.py,746e10fa1afe
26_add_language_column_to_llm_configs.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/26_add_language_column_to_llm_configs.py,~/Documents/CsV/Archive/Duplicates/746e10fa/26_add_language_column_to_llm_configs.py,746e10fa1afe
42_drop_user_search_space_preferences.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/42_drop_user_search_space_preferences.py,~/Documents/CsV/Archive/Duplicates/3eea8d21/42_drop_user_search_space_preferences.py,3eea8d211a80
46_remove_last_edited_at_from_documents.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/46_remove_last_edited_at_from_documents.py,~/Documents/CsV/Archive/Duplicates/746e10fa/46_remove_last_edited_at_from_documents.py,746e10fa1afe
58_unique_connector_name_per_space_user.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/58_unique_connector_name_per_space_user.py,~/Documents/CsV/Archive/Duplicates/746e10fa/58_unique_connector_name_per_space_user.py,746e10fa1afe
11_add_llm_config_table_and_relationships.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/11_add_llm_config_table_and_relationships.py,~/Documents/CsV/Archive/Duplicates/746e10fa/11_add_llm_config_table_and_relationships.py,746e10fa1afe
19_add_airtable_connector_enums.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/19_add_airtable_connector_enums.py,~/Documents/CsV/Archive/Duplicates/882455d9/19_add_airtable_connector_enums.py,882455d99a5d
57_allow_multiple_connectors_per_type.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/57_allow_multiple_connectors_per_type.py,~/Documents/CsV/Archive/Duplicates/746e10fa/57_allow_multiple_connectors_per_type.py,746e10fa1afe
10_update_chattype_enum_to_qna_report_structure.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/10_update_chattype_enum_to_qna_report_structure.py,~/Documents/CsV/Archive/Duplicates/15e28e64/10_update_chattype_enum_to_qna_report_structure.py,15e28e64f090
1_add_github_connector_enum.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/1_add_github_connector_enum.py,~/Documents/CsV/Archive/Duplicates/15e28e64/1_add_github_connector_enum.py,15e28e64f090
31_add_elasticsearch_connector_enums.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/31_add_elasticsearch_connector_enums.py,~/Documents/CsV/Archive/Duplicates/15e28e64/31_add_elasticsearch_connector_enums.py,15e28e64f090
44_add_bookstack_connector_enums.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/44_add_bookstack_connector_enums.py,~/Documents/CsV/Archive/Duplicates/15e28e64/44_add_bookstack_connector_enums.py,15e28e64f090
54_add_google_drive_connector_enums.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/54_add_google_drive_connector_enums.py,~/Documents/CsV/Archive/Duplicates/15e28e64/54_add_google_drive_connector_enums.py,15e28e64f090
61_add_chat_visibility_and_created_by.py,ARCHIVE (Duplicate),Infrastructure,./AVATARARTS/Automations/SurfSense-main/surfsense_backend/alembic/versions/61_add_chat_visibility_and_created_by.py,~/Documents/CsV/Archive/Duplicates/15e28e64/61_add_chat_visibility_and_created_by.py,15e28e64f090
test_document_management.py,KEEP (Master),Infrastructure,./AVATARARTS/Automations/notebookllama-main/tests/test_document_management.py,~/Documents/CsV/Infrastructure/Automations/Production/test_document_management.py,18a1c6585213
__init__.py,KEEP (Master),Infrastructure,./AVATARARTS/Automations/open-notebookllm-master/backend/models/__init__.py,~/Documents/CsV/Infrastructure/Automations/Production/__init__.py,e91d0a7cf551
vector_search.py,KEEP (Master),Infrastructure,./AVATARARTS/04_WEBSITES/ai-sites/archived/heavenlyHands copy/intelligent-organization-system/vector_search.py,~/Documents/CsV/Infrastructure/04_WEBSITES/Production/vector_search.py,087596d638ea
test_gotrue.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/auth/tests/_async/test_gotrue.py,~/Documents/CsV/Infrastructure/General/Production/test_gotrue.py,7aae7be64a2e
test_gotrue_admin_api.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/auth/tests/_async/test_gotrue_admin_api.py,~/Documents/CsV/Infrastructure/General/Production/test_gotrue_admin_api.py,7b7fc503b24e
test_utils.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/test_utils.py,~/Documents/CsV/Infrastructure/General/Production/test_utils.py,85afa0e92325
test_filter_request_builder_integration.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_async/test_filter_request_builder_integration.py,~/Documents/CsV/Infrastructure/General/Production/test_filter_request_builder_integration.py,47f31e5dad47
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_async/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,2cec76b87b6e
test_query_request_builder.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_async/test_query_request_builder.py,~/Documents/CsV/Infrastructure/General/Production/test_query_request_builder.py,f9c9ef19ce37
test_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_async/test_client.py,~/Documents/CsV/Infrastructure/General/Production/test_client.py,217fe719adc6
client.py,ARCHIVE (Duplicate),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_sync/client.py,~/Documents/CsV/Archive/Duplicates/2cec76b8/client.py,2cec76b87b6e
test_query_request_builder.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/tests/_sync/test_query_request_builder.py,~/Documents/CsV/Infrastructure/General/Production/test_query_request_builder.py,4a6a4518c343
conf.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/docs/conf.py,~/Documents/CsV/Infrastructure/General/Production/conf.py,2bc6d24b119f
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/src/postgrest/_async/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,a627e15bff13
base_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/src/postgrest/base_client.py,~/Documents/CsV/Infrastructure/General/Production/base_client.py,40d43194a3be
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/postgrest/src/postgrest/_sync/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,2b7cb05f2d82
conftest.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/tests/conftest.py,~/Documents/CsV/Infrastructure/General/Production/conftest.py,88aa62a59555
test_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/tests/_async/test_client.py,~/Documents/CsV/Infrastructure/General/Production/test_client.py,cffaf175067c
test_client_options.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/tests/test_client_options.py,~/Documents/CsV/Infrastructure/General/Production/test_client_options.py,eba9dda8b4af
test_realtime.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/tests/test_realtime.py,~/Documents/CsV/Infrastructure/General/Production/test_realtime.py,be4249efda59
test_function_configuration.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/tests/test_function_configuration.py,~/Documents/CsV/Infrastructure/General/Production/test_function_configuration.py,38aaa5834ef3
auth_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/_async/auth_client.py,~/Documents/CsV/Infrastructure/General/Production/auth_client.py,207f1b847be1
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/_async/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,e97d842caef6
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,128ee1ae75d4
__init__.py,ARCHIVE (Duplicate),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/__init__.py,~/Documents/CsV/Archive/Duplicates/128ee1ae/__init__.py,128ee1ae75d4
__init__.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/lib/__init__.py,~/Documents/CsV/Infrastructure/General/Production/__init__.py,c66061c8c47a
auth_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/_sync/auth_client.py,~/Documents/CsV/Infrastructure/General/Production/auth_client.py,a99bc003a369
client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/supabase/src/supabase/_sync/client.py,~/Documents/CsV/Infrastructure/General/Production/client.py,1bce18e6fb73
message.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/realtime/src/realtime/message.py,~/Documents/CsV/Infrastructure/General/Production/message.py,d5453e4e9510
test_function_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/functions/tests/_async/test_function_client.py,~/Documents/CsV/Infrastructure/General/Production/test_function_client.py,72992a534e67
test_errors.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/functions/tests/test_errors.py,~/Documents/CsV/Infrastructure/General/Production/test_errors.py,df9670462f5a
test_client.py,KEEP (Master),Infrastructure,./Documents/github/supabase-py/src/functions/tests/test_client.py,~/Documents/CsV/Infrastructure/General/Production/test_client.py,61e9e3e66230
