MD5,Size (bytes),File Path,Filename,Source,Mod Time,Total Copies,Wasted Space (bytes),Keep/Delete?
468f3f29b3aa0e94870b0eef5d87b845,7699,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Aws/S3/V1/BucketDescription.ts,BucketDescription.ts,source1,2025-11-29T05:22:51.708547,,,DELETE
46b8bc9e46105e2bfdd69231ba9e2dd9,3936,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/OneDrive/__schema__/v1.0.0/file/upload.json,upload.json,source1,2025-11-29T05:22:52.561225,2,3936,KEEP
46b8bc9e46105e2bfdd69231ba9e2dd9,3936,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/OneDrive/__schema__/v1.0.0/file/rename.json,rename.json,source1,2025-11-29T05:22:52.560616,,,DELETE
47057c53a4f4b5546a16a1239e69c0b4,701,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/thread/trash.json,trash.json,source1,2025-11-29T05:22:52.296114,2,701,KEEP
47057c53a4f4b5546a16a1239e69c0b4,701,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Gmail/__schema__/v2.1.0/thread/removeLabels.json,removeLabels.json,source1,2025-11-29T05:22:52.295828,,,DELETE
48997fb6e2dcf4f7c570bb18512038bb,3865,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Box/__schema__/v1.0.0/file/upload.json,upload.json,source1,2025-11-29T05:22:51.755127,2,3865,KEEP
48997fb6e2dcf4f7c570bb18512038bb,3865,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Box/__schema__/v1.0.0/file/copy.json,copy.json,source1,2025-11-29T05:22:51.754550,,,DELETE
48c2a8ec99f5dbb1001b870b58fa0353,515,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/PostBin/__schema__/v1.0.0/bin/get.json,get.json,source1,2025-11-29T05:22:52.795059,2,515,KEEP
48c2a8ec99f5dbb1001b870b58fa0353,515,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/PostBin/__schema__/v1.0.0/bin/create.json,create.json,source1,2025-11-29T05:22:52.794924,,,DELETE
49736f05240ba05c6e777767270c8bb6,28750,/Users/steven/GitHub/06_development_tools/monitoring_tools/quality_monitor.py.backup,quality_monitor.py.backup,source1,2025-11-01T03:04:44.072887,2,28750,KEEP
49736f05240ba05c6e777767270c8bb6,28750,/Users/steven/GitHub/00_shared_libraries/quality_monitor.py.backup,quality_monitor.py.backup,source1,2025-11-01T03:04:18.284056,,,DELETE
498835e2295c9e1d3332d8fd0386ba74,5219,/Users/steven/GitHub/02_media_processing/audio_tools/yt-playlist2.py.backup,yt-playlist2.py.backup,source1,2025-11-01T03:04:33.964700,3,10438,KEEP
498835e2295c9e1d3332d8fd0386ba74,5219,/Users/steven/GitHub/02_media_processing/audio_tools/y.py.backup,y.py.backup,source1,2025-11-01T03:04:33.964046,,,DELETE
498835e2295c9e1d3332d8fd0386ba74,5219,/Users/steven/GitHub/02_media_processing/audio_tools/y copy.py.backup,y copy.py.backup,source1,2025-11-01T03:04:33.963054,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/organize_albums.py_consolidated/organize_albums.py.py.backup,organize_albums.py.py.backup,source1,2025-11-01T03:04:34.219540,10,60678,KEEP
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/organize_albums 3.py_consolidated/organize_albums 3.py.py.backup,organize_albums 3.py.py.backup,source1,2025-11-01T03:04:34.218745,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 7.py.backup,organize_albums 7.py.backup,source1,2025-11-01T03:04:34.145692,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 6.py.backup,organize_albums 6.py.backup,source1,2025-11-01T03:04:34.145156,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 5.py.backup,organize_albums 5.py.backup,source1,2025-11-01T03:04:34.144551,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 17.py.backup,organize_albums 17.py.backup,source1,2025-11-01T03:04:34.143323,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 16.py.backup,organize_albums 16.py.backup,source1,2025-11-01T03:04:34.142720,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 15.py.backup,organize_albums 15.py.backup,source1,2025-11-01T03:04:34.142147,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 13.py.backup,organize_albums 13.py.backup,source1,2025-11-01T03:04:34.141119,,,DELETE
4a3dc827e2e9995e2df88f3917bc073b,6742,/Users/steven/GitHub/02_media_processing/image_tools/organize_albums 12.py.backup,organize_albums 12.py.backup,source1,2025-11-01T03:04:34.140755,,,DELETE
4a3e63f90f7a4c714ab456278bbe8a70,196,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Postgres/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.808449,2,196,KEEP
4a3e63f90f7a4c714ab456278bbe8a70,196,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Oracle/Sql/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.760435,,,DELETE
4a8dfa9bd9264bb9d1b4b984957095e4,127,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Firebase/CloudFirestore/__schema__/v1.1.0/collection/getAll.json,getAll.json,source1,2025-11-29T05:22:52.275815,3,254,KEEP
4a8dfa9bd9264bb9d1b4b984957095e4,127,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/ERPNext/__schema__/v1.0.0/document/getAll.json,getAll.json,source1,2025-11-29T05:22:52.123956,,,DELETE
4a8dfa9bd9264bb9d1b4b984957095e4,127,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Contentful/__schema__/v1.0.0/entry/getAll.json,getAll.json,source1,2025-11-29T05:22:52.056284,,,DELETE
4c01065f9d5867b2a256d721eb2d3ba9,793,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/HighLevel/highLevel.svg,highLevel.svg,source1,2025-11-29T05:22:52.355892,2,793,KEEP
4c01065f9d5867b2a256d721eb2d3ba9,793,/Users/steven/GitHub/n8n/packages/nodes-base/credentials/icons/highLevel.svg,highLevel.svg,source1,2025-11-29T05:22:51.617536,,,DELETE
4c18cd81d9b671a4fb704b61d04c2683,669,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/programmatic/example/template/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.124547,3,1338,KEEP
4c18cd81d9b671a4fb704b61d04c2683,669,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/declarative/github-issues/template/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.123291,,,DELETE
4c18cd81d9b671a4fb704b61d04c2683,669,/Users/steven/GitHub/n8n/packages/@n8n/node-cli/src/template/templates/declarative/custom/template/tsconfig.json,tsconfig.json,source1,2025-11-29T05:22:50.119902,,,DELETE
4db5e99fa44f7d5fdbbd5fc82b33f447,171,/Users/steven/GitHub/n8n/packages/frontend/@n8n/stores/vite.config.ts,vite.config.ts,source1,2025-11-29T05:22:50.835615,3,342,KEEP
4db5e99fa44f7d5fdbbd5fc82b33f447,171,/Users/steven/GitHub/n8n/packages/frontend/@n8n/i18n/vite.config.ts,vite.config.ts,source1,2025-11-29T05:22:50.822012,,,DELETE
4db5e99fa44f7d5fdbbd5fc82b33f447,171,/Users/steven/GitHub/n8n/packages/frontend/@n8n/composables/vite.config.ts,vite.config.ts,source1,2025-11-29T05:22:50.628666,,,DELETE
4f402090642fda617e80793ca9d060f0,3227,/Users/steven/GitHub/mkdocs-material/src/plugins/privacy/config.py,config.py,source1,2025-11-29T07:58:55.962198,2,3227,KEEP
4f402090642fda617e80793ca9d060f0,3227,/Users/steven/GitHub/mkdocs-material/material/plugins/privacy/config.py,config.py,source1,2025-11-29T07:58:53.691399,,,DELETE
4fbc4898a57a917230dae34a5e1c1459,249,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Salesforce/__schema__/v1.0.0/lead/upsert.json,upsert.json,source1,2025-11-29T05:22:52.889993,2,249,KEEP
4fbc4898a57a917230dae34a5e1c1459,249,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Salesforce/__schema__/v1.0.0/contact/upsert.json,upsert.json,source1,2025-11-29T05:22:52.886840,,,DELETE
4fecb62ae9d1a373698072fb2057c9ab,6092,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Okta/Okta.dark.svg,Okta.dark.svg,source1,2025-11-29T05:22:52.736378,2,6092,KEEP
4fecb62ae9d1a373698072fb2057c9ab,6092,/Users/steven/GitHub/n8n/packages/nodes-base/credentials/icons/Okta.dark.svg,Okta.dark.svg,source1,2025-11-29T05:22:51.614354,,,DELETE
516798237d17fb7a7ec0782dcca03d39,5223,/Users/steven/GitHub/AvaTarArTs-Suite/media/audio/yt-playlist2.py,yt-playlist2.py,source1,2025-11-01T03:06:48.716498,3,10446,KEEP
516798237d17fb7a7ec0782dcca03d39,5223,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/audio/y.py,y.py,source1,2025-11-01T03:06:48.715099,,,DELETE
516798237d17fb7a7ec0782dcca03d39,5223,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/audio/y copy.py,y copy.py,source1,2025-11-01T03:06:48.713599,,,DELETE
51d1be4b2a1a6f88057fc51709e56b79,29206,/Users/steven/GitHub/06_development_tools/quality_tools/comprehensive_codebase_analyzer.py.backup,comprehensive_codebase_analyzer.py.backup,source1,2025-11-01T03:04:44.078120,2,29206,KEEP
51d1be4b2a1a6f88057fc51709e56b79,29206,/Users/steven/GitHub/00_shared_libraries/comprehensive_codebase_analyzer.py.backup,comprehensive_codebase_analyzer.py.backup,source1,2025-11-01T03:04:18.279893,,,DELETE
51ee32ae0d05224d4a2212fba6d71287,6884,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/web-png-upscale copy.py,web-png-upscale copy.py,source1,2025-11-01T03:06:49.095175,2,6884,KEEP
51ee32ae0d05224d4a2212fba6d71287,6884,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/imgconvert.py,imgconvert.py,source1,2025-11-01T03:06:48.898638,,,DELETE
52abc94a59fa63cf6d67b89ca8f60df2,493,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Cisco/Webex/__schema__/v1.0.0/message/get.json,get.json,source1,2025-11-29T05:22:51.768076,2,493,KEEP
52abc94a59fa63cf6d67b89ca8f60df2,493,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Cisco/Webex/__schema__/v1.0.0/message/create.json,create.json,source1,2025-11-29T05:22:51.767964,,,DELETE
533fa92027c08a432385f0eeb8e9f4f8,3612,/Users/steven/GitHub/mkdocs-material/src/extensions/emoji.py,emoji.py,source1,2025-11-29T07:58:55.948205,2,3612,KEEP
533fa92027c08a432385f0eeb8e9f4f8,3612,/Users/steven/GitHub/mkdocs-material/material/extensions/emoji.py,emoji.py,source1,2025-11-29T07:58:53.676430,,,DELETE
537a94b8a761bb8dcd0518ca224f1f80,6801,/Users/steven/GitHub/02_media_processing/image_tools/over3.py.backup,over3.py.backup,source1,2025-11-01T03:04:34.150311,4,20403,KEEP
537a94b8a761bb8dcd0518ca224f1f80,6801,/Users/steven/GitHub/02_media_processing/image_tools/mp3-mp4-coverimg.py.backup,mp3-mp4-coverimg.py.backup,source1,2025-11-01T03:04:34.137014,,,DELETE
537a94b8a761bb8dcd0518ca224f1f80,6801,/Users/steven/GitHub/02_media_processing/image_tools/mp3-mp4-coverimg copy.py.backup,mp3-mp4-coverimg copy.py.backup,source1,2025-11-01T03:04:34.136253,,,DELETE
537a94b8a761bb8dcd0518ca224f1f80,6801,/Users/steven/GitHub/02_media_processing/image_tools/Mp3toMp4ximg.py.backup,Mp3toMp4ximg.py.backup,source1,2025-11-01T03:04:33.988787,,,DELETE
53b8d9fe1da1b4181f5452659c34c1a4,183,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v3.0.0/fileFolder/search.json,search.json,source1,2025-11-29T05:22:52.254028,2,183,KEEP
53b8d9fe1da1b4181f5452659c34c1a4,183,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/__schema__/v2.0.0/file/list.json,list.json,source1,2025-11-29T05:22:52.252027,,,DELETE
54678d56e996f5b6d46f22f650a39228,8114,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/upscale 2.py,upscale 2.py,source1,2025-11-01T03:06:49.074669,2,8114,KEEP
54678d56e996f5b6d46f22f650a39228,8114,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/leoup.py,leoup.py,source1,2025-11-01T03:06:48.940144,,,DELETE
54a8d780d109ec755f35cb15e76fe6f6,244,/Users/steven/GitHub/n8n/packages/frontend/@n8n/stores/tsdown.config.ts,tsdown.config.ts,source1,2025-11-29T05:22:50.835432,3,488,KEEP
54a8d780d109ec755f35cb15e76fe6f6,244,/Users/steven/GitHub/n8n/packages/frontend/@n8n/rest-api-client/tsdown.config.ts,tsdown.config.ts,source1,2025-11-29T05:22:50.831399,,,DELETE
54a8d780d109ec755f35cb15e76fe6f6,244,/Users/steven/GitHub/n8n/packages/frontend/@n8n/i18n/tsdown.config.ts,tsdown.config.ts,source1,2025-11-29T05:22:50.821830,,,DELETE
54d725c0474c0005a7940d8693258740,972,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/duplicates-to-csv.sh,duplicates-to-csv.sh,source1,2025-11-01T03:07:13.116102,2,972,KEEP
54d725c0474c0005a7940d8693258740,972,/Users/steven/GitHub/06_development_tools/development_utilities/duplicates-to-csv.sh,duplicates-to-csv.sh,source1,2025-11-01T03:04:44.025591,,,DELETE
55019f7265dde0a78318b0807f98e847,123,/Users/steven/GitHub/whisper.cpp/examples/whisper.swiftui/whisper.swiftui.demo/Supporting files/Assets.xcassets/AccentColor.colorset/Contents.json,Contents.json,source1,2025-11-27T05:23:44.122867,2,123,KEEP
55019f7265dde0a78318b0807f98e847,123,/Users/steven/GitHub/whisper.cpp/examples/whisper.objc/whisper.objc/Assets.xcassets/AccentColor.colorset/Contents.json,Contents.json,source1,2025-11-27T05:23:44.119395,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/docs/reports/docs.txt,docs.txt,source1,2025-11-01T03:06:55.517803,18,221,KEEP
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/sorting/sorting/docs.txt,docs.txt,source1,2025-11-01T03:06:52.788510,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/sorting/sorting/audio.txt,audio.txt,source1,2025-11-01T03:06:52.787596,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/sorting/sorting/vids.txt,vids.txt,source1,2025-11-01T03:06:52.786839,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/sorting/sorting/other.txt,other.txt,source1,2025-11-01T03:06:52.785904,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/clean_organizer/docs.txt,docs.txt,source1,2025-11-01T03:06:52.774922,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/clean_organizer/audio.txt,audio.txt,source1,2025-11-01T03:06:52.774088,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/clean_organizer/vids.txt,vids.txt,source1,2025-11-01T03:06:52.773414,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/organizers/clean_organizer/other.txt,other.txt,source1,2025-11-01T03:06:52.772097,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/docs.txt,docs.txt,source1,2025-11-01T03:06:52.741290,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/audio.txt,audio.txt,source1,2025-11-01T03:06:52.739976,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/vids.txt,vids.txt,source1,2025-11-01T03:06:52.739354,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/other.txt,other.txt,source1,2025-11-01T03:06:52.737875,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/clean/docs.txt,docs.txt,source1,2025-11-01T03:06:52.737094,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/clean/audio.txt,audio.txt,source1,2025-11-01T03:06:52.736325,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/clean/vids.txt,vids.txt,source1,2025-11-01T03:06:52.735492,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/clean/other.txt,other.txt,source1,2025-11-01T03:06:52.734757,,,DELETE
550e2fa3a50d6ff28143bc21a0e08ce4,13,/Users/steven/GitHub/AvaTarArTs-Suite/utilities/duplicates/fdupes/image_data.txt,image_data.txt,source1,2025-11-01T03:06:52.722303,,,DELETE
55d0e92b99a22d5882bb19544f660d0b,3532,/Users/steven/GitHub/mkdocs-material/src/plugins/tags/structure/mapping/__init__.py,__init__.py,source1,2025-11-29T07:58:55.969375,2,3532,KEEP
55d0e92b99a22d5882bb19544f660d0b,3532,/Users/steven/GitHub/mkdocs-material/material/plugins/tags/structure/mapping/__init__.py,__init__.py,source1,2025-11-29T07:58:53.697628,,,DELETE
55d5c4945d97cf2b0477f43f8215cf08,130,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/OpenAi/__schema__/v1.1.0/text/chat.json,chat.json,source1,2025-11-29T05:22:52.753175,2,130,KEEP
55d5c4945d97cf2b0477f43f8215cf08,130,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/OpenAi/__schema__/v1.0.0/chat/chat.json,chat.json,source1,2025-11-29T05:22:52.752406,,,DELETE
5615c954e4b9c840dcb8bf898e501d93,11863,/Users/steven/GitHub/02_media_processing/image_tools/leonardo_script 2.py.backup,leonardo_script 2.py.backup,source1,2025-11-01T03:04:34.117624,2,11863,KEEP
5615c954e4b9c840dcb8bf898e501d93,11863,/Users/steven/GitHub/02_media_processing/image_tools/leonardo2.py.backup,leonardo2.py.backup,source1,2025-11-01T03:04:34.117096,,,DELETE
5648a1bbd49f37ebef2ea609494c8eae,1483,/Users/steven/GitHub/mkdocs-material/src/plugins/offline/config.py,config.py,source1,2025-11-29T07:58:55.960549,2,1483,KEEP
5648a1bbd49f37ebef2ea609494c8eae,1483,/Users/steven/GitHub/mkdocs-material/material/plugins/offline/config.py,config.py,source1,2025-11-29T07:58:53.690244,,,DELETE
571f78c2e90a0b72a4453688eaafa743,516,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/SharePoint/__schema__/v1.0.0/list/getAll.json,getAll.json,source1,2025-11-29T05:22:52.606795,2,516,KEEP
571f78c2e90a0b72a4453688eaafa743,516,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/SharePoint/__schema__/v1.0.0/list/get.json,get.json,source1,2025-11-29T05:22:52.606666,,,DELETE
58700ec1e3a825eb0eb32f7d0e9148cf,10137,/Users/steven/GitHub/AvaTarArTs-Suite/media/video/yt.py,yt.py,source1,2025-11-01T03:06:49.218863,3,20274,KEEP
58700ec1e3a825eb0eb32f7d0e9148cf,10137,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/yt 3.py,yt 3.py,source1,2025-11-01T03:06:49.216644,,,DELETE
58700ec1e3a825eb0eb32f7d0e9148cf,10137,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/yt 2.py,yt 2.py,source1,2025-11-01T03:06:49.215857,,,DELETE
59a7ae12196bf6563ebcdce6b9d9e648,167,/Users/steven/GitHub/n8n/packages/@n8n/eslint-plugin-community-nodes/vite.config.ts,vite.config.ts,source1,2025-11-29T05:22:50.102068,2,167,KEEP
59a7ae12196bf6563ebcdce6b9d9e648,167,/Users/steven/GitHub/n8n/packages/@n8n/eslint-config/vite.config.ts,vite.config.ts,source1,2025-11-29T05:22:50.095193,,,DELETE
5a7efcc32104f163860feb5964452467,433,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Hubspot/V2/FormInterface.ts,FormInterface.ts,source1,2025-11-29T05:22:52.379759,2,433,KEEP
5a7efcc32104f163860feb5964452467,433,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Hubspot/V1/FormInterface.ts,FormInterface.ts,source1,2025-11-29T05:22:52.376405,,,DELETE
5c27369b226fcf2be8a6cfe52224e767,11,/Users/steven/GitHub/n8n/packages/testing/playwright/CLAUDE.md,CLAUDE.md,source1,2025-11-29T05:22:53.300641,3,22,KEEP
5c27369b226fcf2be8a6cfe52224e767,11,/Users/steven/GitHub/n8n/packages/frontend/CLAUDE.md,CLAUDE.md,source1,2025-11-29T05:22:50.836632,,,DELETE
5c27369b226fcf2be8a6cfe52224e767,11,/Users/steven/GitHub/n8n/CLAUDE.md,CLAUDE.md,source1,2025-11-29T05:22:49.901416,,,DELETE
5d8cc3897cffb0594b4033db0d3ccd7a,8250,/Users/steven/GitHub/AvaTarArTs-Suite/media/video/NewUpload_20250607131215.py,NewUpload_20250607131215.py,source1,2025-11-01T03:06:49.131601,4,24750,KEEP
5d8cc3897cffb0594b4033db0d3ccd7a,8250,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/NewUpload_20250607131201.py,NewUpload_20250607131201.py,source1,2025-11-01T03:06:49.129247,,,DELETE
5d8cc3897cffb0594b4033db0d3ccd7a,8250,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/NewUpload_20250607131143.py,NewUpload_20250607131143.py,source1,2025-11-01T03:06:49.126800,,,DELETE
5d8cc3897cffb0594b4033db0d3ccd7a,8250,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/video/NewUpload_20250607130948.py,NewUpload_20250607130948.py,source1,2025-11-01T03:06:49.122890,,,DELETE
5db71c5a4c3b10ede69ebbbb52a029cf,786,/Users/steven/GitHub/AvaTarArTs-Suite/devtools/development_utilities/tshirt.sh,tshirt.sh,source1,2025-11-01T03:07:13.143232,2,786,KEEP
5db71c5a4c3b10ede69ebbbb52a029cf,786,/Users/steven/GitHub/06_development_tools/development_utilities/tshirt.sh,tshirt.sh,source1,2025-11-01T03:04:44.056692,,,DELETE
5dd7122c739748309fce86fef7988fe5,240,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Notion/__schema__/v2.2.0/databasePage/getAll.json,getAll.json,source1,2025-11-29T05:22:52.716155,2,240,KEEP
5dd7122c739748309fce86fef7988fe5,240,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Notion/__schema__/v2.2.0/databasePage/create.json,create.json,source1,2025-11-29T05:22:52.715830,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Notion/shared/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.719884,10,396,KEEP
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/Teams/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.651258,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Microsoft/AzureCosmosDb/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.521611,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Google/Drive/v2/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.268376,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/FacebookLeadAds/methods/index.ts,index.ts,source1,2025-11-29T05:22:52.159288,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Aws/IAM/methods/index.ts,index.ts,source1,2025-11-29T05:22:51.689268,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Aws/Cognito/methods/index.ts,index.ts,source1,2025-11-29T05:22:51.671694,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/Ollama/methods/index.ts,index.ts,source1,2025-11-29T05:22:50.250911,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/GoogleGemini/methods/index.ts,index.ts,source1,2025-11-29T05:22:50.248098,,,DELETE
5f4e22cc0b2db2be3ff13d79daa47460,44,/Users/steven/GitHub/n8n/packages/@n8n/nodes-langchain/nodes/vendors/Anthropic/methods/index.ts,index.ts,source1,2025-11-29T05:22:50.242444,,,DELETE
5fe4d73d16175d3ce68022140c816a17,5858,/Users/steven/GitHub/AvaTarArTs-Suite/media/image/upscale3.py,upscale3.py,source1,2025-11-01T03:06:49.086647,2,5858,KEEP
5fe4d73d16175d3ce68022140c816a17,5858,/Users/steven/GitHub/AvaTarArTs-Suite/dedup_backup_20251101_032137/media/image/upscale 3.py,upscale 3.py,source1,2025-11-01T03:06:49.075465,,,DELETE
602194d96d5ea2d1fc1b3061b95029d1,478,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Twitter/V2/TweetInterface.ts,TweetInterface.ts,source1,2025-11-29T05:22:53.152986,2,478,KEEP
602194d96d5ea2d1fc1b3061b95029d1,478,/Users/steven/GitHub/n8n/packages/nodes-base/nodes/Twitter/V1/TweetInterface.ts,TweetInterface.ts,source1,2025-11-29T05:22:53.151285,,,DELETE
614f4c22e887f7e4ab7119deab855ce2,1444,/Users/steven/GitHub/n8n/packages/cli/test/integration/commands/import-workflows/separate/001-activeWorkflow.json,001-activeWorkflow.json,source1,2025-11-29T05:22:50.513686,2,1444,KEEP
614f4c22e887f7e4ab7119deab855ce2,1444,/Users/steven/GitHub/n8n/packages/cli/test/integration/commands/import-workflows/combined/single.json,single.json,source1,2025-11-29T05:22:50.513507,,,DELETE
